sensor_060,sensor_104,sensor_511,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,sensor_160,sensor_080,result
0.59,-0.0129,23.3236,-5343.75,74.4444,-2.033,0.0907,0.074,15.7,471.0,7.8792,15.76,0.8325,1.9652,0.0178,8.4537,22.9,3.008,390.0,-0.0241,양품
4.5355,-0.012,70.8333,-5593.5,74.9,-2.742,0.0617,0.063,15.71,129.0,7.6471,15.84,1.305,1.9775,,8.0787,21.75,3.22,607.0,-0.0373,양품
-2.3364,-0.0141,41.6961,-4994.25,73.1556,-2.694,0.1082,0.087,15.66,257.0,6.5217,15.73,0.9176,2.0155,0.0209,8.8355,19.39,3.179,911.0,-0.0218,양품
-10.4455,-0.0097,36.2225,-5489.0,67.1222,-1.088,0.0674,0.073,15.43,354.0,6.4408,15.53,0.9507,2.0122,0.014,8.6556,17.93,2.893,536.0,-0.037,양품
-2.9491,-0.0144,37.4026,-5774.0,66.6333,-2.742,0.0659,0.113,15.71,658.0,5.2397,15.84,1.305,1.9998,,8.7402,15.88,3.22,1106.0,-0.032,불량
0.4782,-0.0114,45.6641,-5415.0,75.5556,-2.222,0.1646,0.177,15.52,776.0,5.6335,15.66,1.012,1.986,0.0169,8.3591,18.95,2.843,1069.0,0.0064,양품
1.4055,-0.0123,41.5902,-5597.0,72.6111,-2.694,0.0712,0.171,15.66,445.0,5.6146,15.73,0.9176,2.0088,0.0161,8.7597,19.92,3.179,171.0,-0.0198,양품
-7.0082,-0.0141,48.1416,-5303.0,71.0667,-1.939,0.1083,0.096,15.69,278.0,5.93,15.74,0.9649,2.034,,8.5298,19.68,2.788,423.0,-0.0071,양품
1.9336,-0.0128,46.1388,-5447.25,74.4667,-2.742,0.0696,0.144,15.71,815.0,7.201,15.84,1.305,1.9987,0.0147,8.2776,23.89,3.22,410.0,-0.0181,불량
6.3491,-0.0084,48.8095,-5606.25,68.0889,0.0473,0.0743,0.122,15.81,411.0,5.7386,15.92,1.201,1.992,,8.8424,17.74,3.102,812.0,-0.0017,양품
6.2755,-0.013,37.0299,-5631.25,71.4111,-2.033,0.0714,0.111,15.7,510.0,5.0043,15.76,0.8325,2.0212,0.0211,8.5735,18.49,3.008,137.0,-0.0235,양품
5.6364,-0.0131,35.1145,-5632.0,72.7222,0.0,0.104,0.143,15.58,373.0,6.0739,15.67,0.8798,2.0085,0.0391,8.9562,19.92,3.118,1034.0,-0.0328,양품
-3.7791,-0.0097,62.6444,-5468.0,72.2889,-2.6,0.0665,0.121,15.78,157.0,6.0095,15.86,1.087,1.9648,0.0,8.8078,19.73,2.819,303.0,-0.0129,양품
-1.9482,-0.0111,62.4434,-5400.5,75.8889,-2.742,0.0658,0.136,15.71,624.0,7.2899,15.84,1.305,1.9925,,8.3159,22.36,3.22,1006.0,-0.0303,양품
1.3282,-0.0048,70.4663,-5651.25,75.6556,-1.088,0.0974,0.147,15.43,620.0,7.782,15.53,0.9507,1.9825,0.0691,8.0787,23.26,2.893,366.0,-0.0294,양품
0.1536,-0.0125,32.1285,-5528.5,72.7778,-2.6,0.087,0.131,15.78,475.0,5.8572,15.86,1.087,1.9728,,9.4336,18.84,2.819,443.0,-0.0093,양품
-1.3127,-0.0112,30.3233,-5863.0,68.3556,-2.128,0.0943,0.116,15.64,179.0,7.6472,15.72,1.021,2.0032,0.019,8.897,24.32,3.283,648.0,-0.0236,양품
-1.86,-0.0099,52.7919,-5631.75,77.3444,-2.08,0.0609,0.203,15.71,394.0,8.0229,15.79,1.361,2.0172,,8.322,24.52,2.632,956.0,-0.021,양품
3.4318,-0.0134,47.0588,-5773.0,75.2556,-2.789,0.0681,0.208,15.78,469.0,6.3314,15.89,1.026,2.0103,0.0311,8.0787,21.01,2.948,1105.0,-0.0139,양품
3.1764,-0.0084,43.9169,-5520.25,75.3667,0.0473,0.0606,0.093,15.73,85.0,7.3032,15.82,1.295,2.004,0.0179,8.1166,22.66,2.923,586.0,-0.0406,양품
-2.3591,-0.0123,33.2657,-5511.0,68.2,-2.694,0.0685,0.206,15.66,185.0,6.1464,15.73,0.9176,1.9808,0.0173,8.8424,18.95,3.179,632.0,-0.0184,양품
2.3418,-0.0055,40.0,-5437.25,76.3222,-2.742,0.093,0.25,15.71,557.0,6.91,15.84,1.305,2.0213,,8.1166,24.42,3.22,489.0,-0.0385,양품
-6.0255,-0.0105,63.1579,-5318.5,74.0111,0.0473,0.0915,0.095,15.73,329.0,5.4995,15.82,1.295,1.9605,0.0219,8.9857,19.52,2.923,452.0,-0.0369,양품
0.1973,-0.0089,68.3473,-5145.25,68.7667,-2.789,0.0638,0.08,15.78,41.0,5.336,15.89,1.026,2.003,,8.8356,15.96,2.948,543.0,-0.0044,양품
2.0673,-0.0134,32.0,-5605.0,73.5,-3.072,0.0706,0.029,15.69,192.0,5.3866,15.73,0.9649,1.9715,,9.0639,16.92,2.941,214.0,0.0179,양품
,-0.0052,104.8544,-5561.75,72.6,-2.553,0.0817,0.141,15.75,418.0,8.1861,15.84,1.111,1.9998,,8.0787,23.84,3.467,739.0,-0.0104,양품
0.2355,-0.0134,65.733,-5050.25,66.2111,-2.789,0.0604,0.173,15.78,175.0,6.932,15.89,1.026,1.996,,8.7782,22.15,2.948,339.0,0.003,양품
-3.01,-0.0095,47.2441,-5190.0,75.2667,-2.317,0.0915,0.137,15.69,785.0,5.1052,15.85,1.617,1.9773,,9.0639,18.04,3.517,1488.0,-0.0166,양품
1.28,-0.0135,39.1505,-5191.5,68.0667,-2.694,0.0744,0.102,15.66,219.0,7.9906,15.73,0.9176,2.0042,0.0306,8.7782,23.16,3.179,361.0,-0.0129,양품
2.2009,-0.01,31.8804,-5422.25,69.1556,-2.128,0.0786,0.173,15.64,560.0,5.8383,15.72,1.021,1.9712,,8.8356,19.21,3.283,212.0,-0.0275,양품
-3.0055,-0.0095,52.8402,-5459.75,70.8667,-1.939,0.0743,0.119,15.69,487.0,6.2505,15.74,0.9649,2.0095,,8.7597,20.52,2.788,841.0,-0.0293,불량
-1.0982,-0.0097,44.4444,-5705.5,73.2,-0.2365,0.1005,0.214,15.96,671.0,5.1073,15.94,1.087,1.9912,,8.2914,14.16,4.232,1239.0,-0.0229,양품
-2.0309,-0.0063,77.4704,-5912.0,75.3222,-0.2365,0.0638,0.115,15.96,312.0,5.8705,15.94,1.087,1.9745,,8.322,17.91,4.232,1027.0,-0.0307,양품
-6.6464,-0.009,42.2222,-5441.25,70.9778,-0.2365,0.068,0.104,15.96,262.0,6.035,15.94,1.087,1.9712,,8.8215,19.54,4.232,305.0,-0.0237,양품
-0.5455,-0.0088,50.2857,-5711.75,69.7778,-0.2365,0.0798,0.142,15.96,86.0,5.3896,15.94,1.087,2.0228,,8.8581,17.68,4.232,1113.0,-0.016,양품
-7.1518,-0.0085,52.7859,-5545.25,67.1667,-0.2365,0.0671,0.141,15.96,225.0,5.3458,15.94,1.087,2.022,,8.7556,17.7,4.232,755.0,-0.0347,양품
-6.3845,-0.0052,66.6667,-5316.25,69.6333,0.0,0.113,0.101,16.02,422.0,4.6711,15.99,1.031,1.9758,0.0407,8.662,15.3,4.005,411.0,-0.0091,양품
-0.1545,-0.0056,62.5,-5560.25,74.0667,-0.2365,0.0695,0.182,15.96,710.0,6.3852,15.94,1.087,1.9962,0.0184,9.4749,22.24,4.232,896.0,-0.049,양품
-1.4327,-0.0126,41.3519,-5357.25,67.2667,-3.072,0.0474,0.049,15.69,166.0,5.7741,15.73,0.9649,1.9857,0.0658,8.7646,20.58,2.941,958.0,-0.0222,양품
-5.65,-0.0102,58.8957,-5100.0,73.0556,0.0,0.1154,0.184,16.02,151.0,4.8158,15.99,1.031,1.9768,0.0202,8.8097,15.96,4.005,334.0,-0.0437,양품
0.6573,-0.0091,42.9161,-5498.75,73.8111,0.2838,0.0886,0.134,16.07,304.0,7.7816,16.03,1.286,2.0092,0.0212,8.5298,25.52,4.137,729.0,-0.0271,양품
-1.9727,-0.012,53.3333,-5597.75,74.0667,0.2838,0.0586,0.147,16.07,114.0,5.9509,16.03,1.286,1.9697,,8.3808,20.53,4.137,608.0,-0.0397,양품
5.0691,-0.0111,43.9462,-5138.5,67.4444,0.2838,0.0688,0.165,16.07,203.0,6.2114,16.03,1.286,1.9995,,8.7782,19.81,4.137,1524.0,-0.0311,양품
-0.5127,-0.0095,35.7424,-5552.0,67.7889,0.9934,0.0641,0.167,15.77,636.0,5.049,15.78,0.7474,1.9828,,8.7037,16.05,2.803,925.0,-0.0185,양품
4.1591,-0.01,55.0,-5523.25,67.3889,0.9934,0.0636,0.177,15.77,835.0,6.1122,15.78,0.7474,1.9923,0.0261,8.7402,19.97,2.803,215.0,-0.0248,양품
3.1373,-0.0085,43.6578,-5609.5,73.5222,0.9934,0.1098,0.24,15.77,745.0,4.8794,15.78,0.7474,1.9567,,8.3808,16.21,2.803,773.0,-0.0342,양품
3.8682,-0.0075,210.596,-5261.25,71.4889,0.2838,0.0707,0.151,16.07,356.0,4.9534,16.03,1.286,1.9968,0.0238,8.8356,15.09,4.137,686.0,-0.0271,불량
-5.4145,-0.0087,72.3099,-5370.5,70.0444,-0.1419,0.0852,0.185,15.98,296.0,6.715,15.93,1.135,1.9868,,8.8215,19.51,4.333,406.0,-0.0076,양품
-0.6818,-0.0093,47.3755,-5215.5,68.0778,-0.1419,0.0626,0.122,15.98,409.0,6.2991,15.93,1.135,1.9882,,8.7646,18.66,4.333,748.0,-0.0297,양품
4.6891,-0.0088,52.4964,-5743.25,72.4667,-0.1419,0.0701,0.096,15.98,328.0,8.0684,15.93,1.135,2.0115,,8.8355,27.75,4.333,727.0,-0.0392,양품
0.7736,-0.0138,23.8914,-5398.0,75.9667,0.9934,0.0744,0.105,15.77,338.0,8.6759,15.78,0.7474,1.993,,8.322,25.38,2.803,499.0,-0.0028,양품
-0.7109,-0.0139,44.0036,-4995.75,67.1667,0.2838,0.0958,0.163,16.07,468.0,7.3623,16.03,1.286,1.9987,0.015,8.7037,23.86,4.137,1116.0,-0.0398,양품
3.1527,-0.0076,59.5041,-5672.0,68.4556,-0.1419,0.0639,0.08,15.98,430.0,6.9611,15.93,1.135,2.0037,,8.897,21.34,4.333,262.0,-0.0211,양품
,-0.0109,68.5714,-5521.0,69.5333,0.2838,0.0948,0.105,16.07,300.0,6.0254,16.03,1.286,2.013,,8.662,17.61,4.137,770.0,-0.0135,양품
-3.8864,-0.0084,28.614,-5627.25,74.5444,1.513,0.0806,0.193,15.69,451.0,5.3752,15.71,0.7379,1.9995,0.0246,8.2776,15.56,3.929,752.0,-0.0218,양품
-6.8764,-0.007,76.1221,-5729.5,70.9556,-0.1419,0.0668,0.07,15.98,471.0,6.6633,15.93,1.135,1.9923,,8.6556,20.2,4.333,1193.0,-0.0365,양품
-0.3955,-0.0071,50.9735,-5346.25,67.0222,-0.1419,0.0757,0.168,15.98,401.0,5.1124,15.93,1.135,1.99,,8.7326,14.87,4.333,657.0,-0.0414,양품
0.1364,-0.0098,28.4987,-5129.25,71.8778,0.9934,0.071,0.171,15.77,580.0,6.3654,15.78,0.7474,1.9995,,8.8356,19.38,2.803,557.0,-0.0208,불량
0.5536,-0.0085,29.4551,-5341.5,76.3333,-0.1419,0.0767,0.102,15.98,798.0,7.0671,15.93,1.135,1.9725,0.0206,9.1141,22.23,4.333,883.0,-0.0107,양품
3.2573,-0.0056,68.0089,-5290.5,68.2,-0.1419,0.1234,0.1,15.98,339.0,7.8759,15.93,1.135,1.9935,0.0251,8.9979,24.1,4.333,672.0,-0.0156,양품
0.8527,-0.0126,56.3492,-5475.5,70.5556,0.9934,0.0707,0.058,15.77,276.0,7.2906,15.78,0.7474,2.0395,,9.3868,23.35,2.803,363.0,-0.0168,불량
-5.7091,-0.0057,95.8606,-5333.0,68.0778,0.2838,0.5164,0.112,16.07,355.0,5.2764,16.03,1.286,1.9832,,8.8105,15.83,4.137,208.0,-0.0224,불량
3.0718,-0.0113,34.6667,-5524.5,73.6667,1.419,0.0609,0.235,15.75,469.0,4.7517,15.78,0.7048,1.9748,,8.2914,16.05,3.029,884.0,0.001,양품
4.9382,-0.0103,39.7094,-5324.5,69.0667,1.419,0.0605,0.171,15.75,201.0,5.1804,15.78,0.7048,2.01,,8.7037,15.36,3.029,1031.0,-0.0064,양품
2.8727,-0.0136,27.1311,-5662.0,69.9333,-2.033,0.0631,0.136,15.7,376.0,7.259,15.76,0.8325,2.0205,0.0183,8.8355,23.07,3.008,256.0,-0.0408,양품
-0.63,-0.0114,24.5077,-5826.0,71.8333,0.5204,0.0943,0.04,16.01,370.0,7.4976,15.95,1.144,1.9765,0.0317,8.8355,25.75,4.269,669.0,0.0005,양품
-1.4355,-0.0119,26.0504,-5219.5,68.4333,1.419,0.0787,0.082,15.69,309.0,8.2179,15.7,0.8089,1.9733,0.0139,9.7137,26.41,2.626,289.0,0.0008,양품
3.7136,-0.0107,44.9649,-5329.75,73.6889,1.419,0.0841,0.191,15.75,608.0,5.6708,15.78,0.7048,1.958,,8.2345,17.8,3.029,1200.0,-0.0332,양품
1.04,-0.0111,36.8126,-5621.0,72.3778,1.419,0.064,0.117,15.75,358.0,7.7467,15.78,0.7048,1.963,0.017,8.8355,24.29,3.029,801.0,-0.0156,양품
-3.0909,-0.0053,81.3239,-5248.75,68.7222,1.513,0.0689,0.053,15.69,253.0,5.5404,15.71,0.7379,2.003,,8.7556,17.61,3.929,652.0,0.0028,양품
-1.41,-0.0129,45.5598,-5329.0,70.1667,1.419,0.0708,0.156,15.75,321.0,7.9791,15.78,0.7048,2.0025,,9.534,24.94,3.029,1179.0,-0.0006,양품
-0.0182,-0.0084,49.9257,-5759.5,73.2778,1.513,0.0662,0.053,15.69,356.0,5.4564,15.71,0.7379,1.9973,0.0141,21.5944,16.84,3.929,1054.0,-0.0236,양품
2.9282,-0.0086,52.0231,-5345.25,68.4333,0.5204,0.1124,0.251,16.01,373.0,5.4921,15.95,1.144,2.0075,,9.534,18.17,4.269,2290.0,-0.005,양품
3.8882,-0.009,33.2871,-5469.5,67.8,0.5204,0.1282,0.121,16.01,183.0,5.7088,15.95,1.144,1.9777,0.0208,8.7037,18.13,4.269,883.0,-0.0132,불량
-3.5727,-0.0082,62.0061,-5867.5,70.8444,0.5204,0.064,0.254,16.01,1123.0,8.666,15.95,1.144,2.0223,,9.0447,23.61,4.269,1123.0,-0.0028,양품
0.1627,-0.0093,35.2941,-5326.5,68.2444,1.419,0.0648,0.029,15.75,393.0,7.4082,15.78,0.7048,1.9988,0.0233,8.6472,23.69,3.029,1116.0,0.0021,양품
1.7909,-0.0097,34.0645,-5224.25,70.0222,0.5204,0.0709,0.201,16.01,806.0,7.3295,15.95,1.144,1.999,,9.534,20.72,4.269,599.0,-0.0043,양품
-2.4818,-0.0091,49.2476,-5719.0,72.0111,0.5204,0.0615,0.111,16.01,487.0,5.1999,15.95,1.144,1.9865,,8.2914,17.88,4.269,248.0,-0.0046,양품
0.67,-0.0119,60.5042,-5432.0,70.2556,-0.5204,0.073,0.114,16.08,318.0,5.31,16.02,1.154,1.9895,,9.0402,14.78,4.253,1713.0,-0.0039,양품
1.7273,-0.0124,21.8402,-5242.75,67.4222,-0.5204,0.0663,0.171,16.08,227.0,5.821,16.02,1.154,2.01,,9.0402,22.02,4.253,216.0,-0.0102,양품
1.8609,-0.0092,61.8725,-5603.75,74.6556,1.419,0.0639,0.258,15.75,754.0,4.9588,15.78,0.7048,1.9958,0.0219,8.8097,17.99,3.029,870.0,-0.0034,양품
2.5055,-0.0077,29.6774,-5294.5,73.9,0.5204,0.068,0.1,16.01,411.0,8.2205,15.95,1.144,2.001,,8.5298,25.81,4.269,666.0,-0.0276,양품
1.9764,-0.0138,40.0,-5575.0,71.6,1.419,0.0581,0.083,15.75,419.0,6.9554,15.78,0.7048,2.003,,13.5481,21.45,3.029,603.0,-0.0022,양품
3.3064,-0.0084,34.4725,-5544.0,68.0,1.419,0.0833,0.123,15.69,519.0,5.3497,15.7,0.8089,1.9865,,9.2064,19.92,2.626,125.0,0.0128,양품
-2.1009,-0.0064,77.0138,-5224.5,67.9222,1.419,0.0827,0.093,15.69,487.0,5.5107,15.7,0.8089,1.972,,8.7556,19.97,2.626,763.0,-0.0208,양품
0.7864,-0.0084,64.3815,-5307.75,70.1778,1.419,0.0692,0.091,15.69,672.0,5.4234,15.7,0.8089,1.971,,8.8973,14.73,2.626,571.0,-0.0143,양품
0.9573,-0.0093,63.4409,-5663.5,68.5889,0.5204,0.0677,0.149,16.01,240.0,5.8239,15.95,1.144,1.9698,,8.8356,18.24,4.269,448.0,-0.0053,양품
0.2236,-0.008,73.5202,-5542.75,72.9667,0.5204,0.0735,0.159,16.01,132.0,6.8055,15.95,1.144,1.9585,,8.3808,21.05,4.269,870.0,-0.0357,양품
3.4845,-0.013,49.1835,-5709.75,68.7111,0.9461,0.0948,0.146,15.62,281.0,6.6303,15.64,0.8514,2.0047,,9.0402,26.84,2.992,1100.0,-0.0294,양품
-0.1891,-0.011,46.3636,-5834.75,72.7556,-0.7569,0.0698,0.25,16.07,461.0,7.1829,16.02,1.281,1.9625,,8.2914,21.79,4.25,894.0,0.0011,양품
-5.55,-0.0078,39.6166,-5477.0,70.5333,-0.7569,0.09,0.229,16.07,341.0,5.9541,16.02,1.281,1.9777,,8.8215,18.58,4.25,343.0,-0.0127,양품
0.7955,-0.0065,41.8605,-5241.5,67.6889,-1.83,0.0796,0.174,16.09,510.0,5.9205,16.07,1.757,1.9947,,8.8909,16.37,4.684,697.0,-0.012,양품
1.5036,-0.0136,51.3291,-5095.0,69.4222,2.458,0.072,0.193,15.61,248.0,5.4847,15.65,1.097,1.9872,,8.3383,18.92,3.217,774.0,-0.0336,양품
-0.3445,-0.0125,46.493,-5356.25,67.5556,2.458,0.0572,0.126,15.61,214.0,7.0692,15.65,1.097,1.99,,9.7137,21.9,3.217,1221.0,-0.0243,양품
-7.1427,-0.0108,47.2222,-5270.0,68.0,2.458,0.0622,0.16,15.61,684.0,6.2691,15.65,1.097,1.975,,8.3383,18.26,3.217,215.0,-0.0142,양품
-4.72,-0.0116,21.5517,-5247.5,70.2333,2.458,0.0668,0.134,15.61,287.0,7.0345,15.65,1.097,2.0145,,8.3383,20.94,3.217,1738.0,-0.0098,양품
0.9427,-0.0114,38.6813,-5445.25,70.4222,2.458,0.0621,0.039,15.61,549.0,6.8448,15.65,1.097,1.9655,,8.3383,22.47,3.217,822.0,-0.0268,양품
1.8782,-0.0051,136.9193,-5461.0,74.7111,1.419,0.0665,0.103,15.69,404.0,7.4313,15.7,0.8089,1.985,,8.3159,20.65,2.626,448.0,-0.0224,양품
-3.3427,-0.0112,50.168,-5422.25,68.6111,-1.83,0.0682,0.036,16.09,399.0,7.6062,16.07,1.757,2.0017,,8.7556,23.9,4.684,523.0,-0.0069,양품
0.6855,-0.0059,108.0169,-5294.5,69.4111,-1.83,0.0953,0.152,16.09,654.0,4.9729,16.07,1.757,1.9875,,8.6556,15.75,4.684,1017.0,-0.0064,양품
-3.6036,-0.0102,74.4186,-5264.5,69.5222,-0.5204,0.0972,0.165,15.74,571.0,6.4635,15.74,1.276,1.9507,,9.0447,20.95,4.033,383.0,-0.0047,양품
1.1991,-0.0084,51.0386,-5612.25,74.0889,-1.83,0.0632,0.123,16.09,441.0,5.2453,16.07,1.757,2.0033,,8.2345,17.15,4.684,811.0,-0.0234,양품
1.5882,-0.0097,41.2371,-5407.25,69.3778,0.9461,0.0813,0.043,15.62,202.0,5.7796,15.64,0.8514,2.0032,,8.6556,17.86,2.992,405.0,-0.0075,양품
-6.0636,-0.0079,68.0315,-5517.75,72.2778,-0.5204,0.0671,0.123,15.8,582.0,5.8805,15.76,1.163,1.991,,8.9036,20.29,4.04,717.0,0.0021,양품
2.5855,-0.0086,50.1458,-5767.75,71.1,0.9461,0.137,0.095,15.62,270.0,7.5545,15.64,0.8514,2.0225,,9.3868,23.7,2.992,655.0,0.0085,양품
-1.8809,-0.0082,46.4122,-5733.0,68.7889,-0.5204,0.0714,0.082,15.8,561.0,3.2548,15.76,1.163,1.957,,9.0744,10.27,4.04,1082.0,-0.0028,양품
-3.7773,-0.0112,56.25,-5454.0,68.8556,0.1419,0.0784,0.07,15.61,996.0,5.1468,15.67,0.8278,2.0213,,8.3383,16.7,3.362,612.0,-0.0048,양품
-2.1464,-0.0137,33.5766,-5320.5,66.2889,-0.9934,0.0755,0.111,15.79,375.0,6.5791,15.73,1.229,1.983,,8.3383,24.05,4.425,192.0,-0.0142,양품
0.8045,-0.0096,73.6706,-5802.25,70.3889,-0.5204,0.1055,0.199,15.8,671.0,6.0393,15.76,1.163,2.0195,,8.9541,20.4,4.04,2665.0,0.0008,양품
-1.3618,-0.0106,35.8068,-5241.0,70.4667,-0.9934,0.0392,0.127,15.79,470.0,5.3109,15.73,1.229,2.0267,,8.3383,16.8,4.425,831.0,-0.0006,양품
-3.1382,-0.0125,44.044,-5529.25,72.5556,-0.9934,0.057,0.108,15.79,644.0,4.7086,15.73,1.229,1.972,,8.627,16.28,4.425,277.0,-0.0087,양품
0.3245,-0.0092,58.8556,-5390.0,68.1333,0.9461,0.3817,0.071,15.62,724.0,7.257,15.64,0.8514,2.0062,,8.8973,22.85,2.992,584.0,-0.0568,양품
-9.7682,-0.0115,59.2593,-5400.0,71.1,0.9461,0.0465,0.11,15.62,273.0,6.3956,15.64,0.8514,2.0103,,9.7137,19.34,2.992,936.0,-0.0125,양품
2.6991,-0.011,47.3265,-5400.25,74.3111,-1.83,0.1011,0.116,16.09,158.0,5.9684,16.07,1.757,1.954,,8.1409,17.57,4.684,1034.0,-0.0152,양품
-3.7073,-0.0095,25.2632,-5194.75,76.2333,0.1419,0.0921,0.086,15.61,505.0,7.8776,15.67,0.8278,1.9507,0.0149,9.1637,21.76,3.362,519.0,0.0015,양품
-2.6564,-0.0083,44.3778,-5371.5,69.9556,-0.5204,0.0925,0.241,15.74,602.0,6.3991,15.74,1.276,2.021,,9.0447,20.21,4.033,457.0,-0.022,양품
-7.87,-0.0086,89.7959,-4992.75,67.9889,0.9461,0.0649,0.133,15.62,521.0,5.0304,15.64,0.8514,1.9855,,8.7556,18.04,2.992,569.0,0.0046,양품
-1.99,-0.0093,64.1711,-5526.5,69.6222,0.1419,0.0753,0.158,15.61,450.0,5.4252,15.67,0.8278,2.0097,,9.534,17.88,3.362,969.0,-0.008,양품
-5.8855,-0.009,42.1637,-5295.25,69.2889,-0.7569,0.0687,0.148,16.07,477.0,8.2363,16.02,1.281,1.979,,8.9541,20.99,4.25,476.0,-0.0047,양품
4.3618,-0.017,29.912,-5426.0,68.3667,-1.83,0.0918,0.147,16.09,325.0,7.8763,16.07,1.757,1.9997,0.0164,8.7646,23.87,4.684,1078.0,-0.0018,양품
-7.6655,-0.0148,35.8108,-5186.25,68.5667,-0.9934,0.0654,0.1,15.79,270.0,6.4221,15.73,1.229,2.036,,8.6556,17.92,4.425,766.0,-0.0106,양품
1.1655,-0.0117,41.0256,-5389.5,65.0889,-1.83,0.0687,0.128,16.09,453.0,5.669,16.07,1.757,2.021,,8.8105,18.19,4.684,589.0,-0.0234,불량
8.1455,-0.0114,51.8112,-5233.75,66.0111,-0.7569,0.0758,0.076,16.07,271.0,5.7746,16.02,1.281,1.9998,,8.7187,19.79,4.25,826.0,-0.0007,불량
1.6482,-0.0077,86.1338,-5633.5,70.6444,0.1419,0.1029,0.149,15.61,463.0,5.6479,15.67,0.8278,1.9907,,8.8215,18.22,3.362,1106.0,-0.0156,양품
-1.4227,-0.0087,65.6115,-5619.5,67.1444,-0.7569,0.0922,0.136,16.07,277.0,4.9714,16.02,1.281,1.9897,,8.7326,17.26,4.25,853.0,-0.0048,양품
0.0955,-0.0091,29.7521,-5357.5,69.2667,-0.7569,0.0669,0.178,15.87,588.0,8.5157,15.88,1.357,2.0062,,9.2064,26.7,4.146,526.0,-0.0108,양품
7.1009,-0.0089,54.1608,-5070.75,70.3667,-0.5204,0.0762,0.18,15.8,324.0,5.9591,15.76,1.163,1.9475,,9.0744,20.11,4.04,418.0,-0.0126,양품
1.5273,-0.0132,31.09,-5421.75,71.1556,0.2365,0.055,0.115,15.74,186.0,8.0688,15.8,0.946,1.9803,,8.9036,27.49,3.267,1037.0,-0.012,양품
1.8582,-0.0093,46.1126,-5311.25,73.1444,-0.7569,0.0803,0.134,15.87,252.0,5.7646,15.88,1.357,1.9865,0.0374,8.5735,19.12,4.146,392.0,0.0028,양품
0.2336,-0.0117,38.5852,-5207.25,68.6222,0.2365,0.0634,0.047,15.74,235.0,6.0147,15.8,0.946,1.9905,,8.6556,20.16,3.267,2199.0,-0.0163,양품
1.0482,-0.0101,64.1184,-5594.5,70.5778,-0.5204,0.0719,0.228,15.8,622.0,7.0488,15.76,1.163,1.9768,,9.534,18.93,4.04,533.0,-0.0141,양품
-1.03,-0.013,22.2863,-5349.25,69.0111,0.2365,0.0544,0.12,15.74,252.0,7.1241,15.8,0.946,2.006,,9.0402,20.89,3.267,901.0,-0.0006,양품
-1.0445,-0.0131,43.3873,-5337.75,70.6778,0.2365,0.0577,0.058,15.74,462.0,5.6802,15.8,0.946,1.9897,,8.9036,18.9,3.267,1086.0,-0.0113,양품
0.5982,-0.0105,35.2381,-5424.5,69.0333,0.2365,0.0965,0.125,15.74,174.0,5.3937,15.8,0.946,2.0063,,9.2064,18.17,3.267,734.0,-0.0134,양품
0.4264,-0.0104,73.253,-5092.25,70.5333,-0.8042,0.0645,0.123,15.87,254.0,5.9246,15.87,1.229,1.997,,8.7187,18.72,4.207,393.0,-0.0199,양품
1.3255,-0.0123,31.6109,-5440.5,67.8556,-0.8042,0.0692,0.195,15.87,299.0,7.9193,15.87,1.229,2.0213,,8.7646,25.83,4.207,1056.0,-0.0036,양품
-3.4191,-0.0095,52.7009,-5412.75,72.8556,0.1419,0.0917,0.075,15.61,167.0,5.9569,15.67,0.8278,1.9773,,8.2914,19.04,3.362,1004.0,-0.0048,양품
0.1773,-0.0126,43.6941,-5731.25,68.6111,-0.8042,0.0599,0.167,15.87,743.0,7.8425,15.87,1.229,1.9675,,8.7646,25.4,4.207,777.0,-0.019,양품
-1.7336,-0.0098,40.9731,-5200.25,71.7889,-0.5204,0.0619,0.257,15.74,444.0,4.649,15.74,1.276,1.9505,,9.1526,15.13,4.033,190.0,0.0011,양품
-6.74,-0.0084,41.543,-5415.25,69.2444,0.1419,0.0677,0.15,15.61,635.0,6.1771,15.67,0.8278,1.9943,,9.7137,16.67,3.362,276.0,-0.0322,양품
-3.1927,-0.0088,40.7932,-5156.5,73.0778,0.1419,0.0619,0.165,15.61,289.0,4.475,15.67,0.8278,1.99,0.0249,8.4537,14.95,3.362,417.0,-0.0082,양품
2.7927,-0.0091,56.044,-5419.75,73.1222,-0.8042,0.1044,0.145,15.87,877.0,5.3451,15.87,1.229,1.9645,,8.2345,17.25,4.207,318.0,-0.0107,양품
3.64,-0.0127,63.6542,-5470.0,71.0889,-0.8042,0.1103,0.19,15.87,362.0,7.9278,15.87,1.229,2.0133,,9.2064,24.33,4.207,1243.0,-0.0021,양품
1.0691,-0.0084,84.3982,-5645.0,75.2333,-0.5204,0.0681,0.161,16.08,325.0,4.8521,16.02,1.154,1.9933,0.0363,8.9833,15.87,4.253,857.0,0.0012,불량
-1.8736,-0.0074,31.0811,-5399.75,70.6667,1.419,0.0689,0.111,15.75,316.0,5.6345,15.78,0.7048,1.997,,8.8973,16.05,3.029,927.0,-0.0063,불량
5.7309,-0.0086,60.6414,-5280.25,70.9444,-0.7569,0.0843,0.219,15.87,380.0,4.0778,15.88,1.182,2.0005,0.1143,9.534,11.76,4.296,1574.0,-0.0255,양품
