log_id,recorded_at,warehouse,zone,temp_main_C,temp_return_C,humidity_pct,door_open_sec,compressor_hz,defrost_min,power_kw,disposal
CL00500,2026-06-14 21:42,A,냉동3,-18.16,-14.87,86.2,13.0,49.1,0.0,3.391,정상
CL03188,2026-08-28 02:24,B,냉동1,-17.93,-16.41,85.7,25.0,49.8,0.0,4.345,정상
CL01905,2026-07-23 16:20,C,냉동1,-16.87,-13.81,79.3,35.0,50.6,0.0,3.801,정상
CL00040,2026-06-02 01:47,A,냉동1,-17.83,-14.28,79.5,11.0,52.7,0.0,4.02,정상
CL01271,2026-07-05 16:11,C,냉동1,-17.61,-15.07,85.6,78.0,55.5,0.0,4.86,정상
CL03200,2026-08-28 09:30,C,냉동1,-18.52,-15.58,84.7,71.0,37.8,0.0,3.146,정상
CL00513,2026-06-15 06:00,B,냉동2,-17.73,-14.55,84.3,11.0,47.6,0.0,3.431,정상
CL02297,2026-08-02 21:24,B,냉동2,-18.26,-15.64,83.9,5.0,46.4,0.0,3.562,정상
CL02464,2026-08-07 21:17,A,냉동2,-18.66,-16.14,89.1,19.0,47.3,0.0,3.578,정상
CL03141,2026-08-26 18:42,A,냉동2,-18.01,-15.64,83.2,58.0,37.2,0.0,3.137,정상
CL02568,2026-08-10 21:18,A,냉동1,-18.35,-16.04,86.2,1.0,48.3,0.0,3.636,정상
CL01269,2026-07-05 15:38,C,냉동3,-18.43,-16.41,83.3,24.0,45.3,0.0,3.475,정상
CL00493,2026-06-14 18:04,A,냉동1,-18.1,-15.46,87.6,14.0,40.7,0.0,3.208,정상
CL01350,2026-07-07 20:23,C,냉동1,-17.82,-15.19,87.0,21.0,50.1,0.0,3.914,정상
CL00006,2026-06-01 03:10,B,냉동1,-18.12,-16.45,87.2,19.0,52.5,0.0,3.526,정상
CL03129,2026-08-26 10:07,C,냉동2,-18.91,-15.83,92.0,26.0,39.4,14.8,2.882,정상
CL00316,2026-06-09 21:05,C,냉동2,-17.64,-14.88,77.1,4.0,41.3,0.0,2.93,정상
CL01947,2026-07-24 20:16,C,냉동2,-18.55,-15.56,83.5,16.0,51.6,0.0,3.919,정상
CL00946,2026-06-27 02:26,C,냉동1,-18.11,-15.04,83.5,4.0,36.2,0.0,2.769,정상
CL01302,2026-07-06 16:31,C,냉동1,-17.71,-14.74,83.0,34.0,54.2,0.0,3.994,정상
CL00207,2026-06-06 22:22,A,냉동3,-17.47,-15.43,86.2,1.0,47.9,0.0,3.769,정상
CL02929,2026-08-20 15:25,A,냉동1,-17.81,-14.47,90.6,18.0,47.7,0.0,3.733,정상
CL01481,2026-07-11 12:45,A,냉동1,-17.33,-14.91,89.4,11.0,46.5,0.0,3.264,정상
CL01743,2026-07-19 04:38,A,냉동2,-18.37,-15.51,87.8,12.0,47.0,0.0,3.525,정상
CL00178,2026-06-06 02:34,A,냉동3,-19.24,-16.1,88.3,10.0,41.0,0.0,3.377,정상
CL00640,2026-06-18 15:11,C,냉동1,-17.67,-15.64,85.7,20.0,48.4,0.0,3.445,정상
CL00708,2026-06-20 13:20,A,냉동1,-17.82,-15.23,87.3,63.0,52.1,0.0,4.089,정상
CL01213,2026-07-03 22:06,C,냉동1,-18.35,-15.8,81.2,29.0,52.2,0.0,3.889,정상
CL01640,2026-07-16 03:21,B,냉동3,-14.78,-12.19,85.5,13.0,66.5,0.0,5.231,폐기
CL02058,2026-07-27 13:18,A,냉동1,-17.8,-14.6,84.3,14.0,50.1,0.0,3.332,정상
CL02056,2026-07-27 12:22,C,냉동1,-17.3,-14.43,93.1,154.0,54.2,0.0,3.883,정상
CL00239,2026-06-08 00:28,B,냉동1,-18.36,-16.16,88.0,6.0,45.5,0.0,3.075,정상
CL00341,2026-06-10 13:40,B,냉동2,-17.22,-14.64,89.1,130.0,47.7,0.0,3.557,정상
CL01839,2026-07-21 20:34,B,냉동2,-18.59,-16.17,92.7,31.0,43.0,0.0,3.505,정상
CL00661,2026-06-19 06:44,A,냉동1,-18.34,-15.66,90.6,2.0,47.3,0.0,4.17,정상
CL01854,2026-07-22 08:16,B,냉동1,-17.73,-14.95,92.8,44.0,52.0,0.0,3.699,정상
CL02836,2026-08-18 01:21,C,냉동1,-19.05,-15.89,87.6,24.0,45.0,0.0,3.772,정상
CL02556,2026-08-10 12:49,A,냉동2,-17.46,-15.21,82.3,37.0,41.2,0.0,3.303,정상
CL01590,2026-07-14 13:11,C,냉동3,-18.39,-15.08,83.0,101.0,41.7,0.0,3.046,정상
CL02900,2026-08-19 21:58,B,냉동2,-18.95,-16.25,87.0,41.0,43.5,0.0,3.407,정상
CL02427,2026-08-06 18:13,C,냉동2,-17.61,-15.03,87.0,111.0,57.6,0.0,4.729,정상
CL00482,2026-06-14 07:41,C,냉동1,-17.41,-15.12,77.3,17.0,43.4,0.0,3.567,정상
CL03367,2026-09-02 01:54,A,냉동2,-17.79,-15.66,83.9,2.0,51.1,0.0,3.861,정상
CL01729,2026-07-18 19:11,A,냉동1,-17.81,-14.94,84.6,73.0,47.6,0.0,3.427,정상
CL03168,2026-08-27 11:42,A,냉동2,-17.98,-15.25,85.0,72.0,41.4,0.0,3.414,정상
CL01225,2026-07-04 06:19,A,냉동2,-17.63,-14.43,89.3,40.0,48.7,0.0,3.615,정상
CL01194,2026-07-03 08:40,C,냉동3,-17.86,-15.26,83.5,21.0,43.7,0.0,3.161,정상
CL01832,2026-07-21 16:37,B,냉동3,-17.91,-15.0,86.3,153.0,45.8,0.0,3.512,정상
CL02993,2026-08-22 14:21,A,냉동3,-18.86,-15.92,85.6,70.0,46.8,0.0,3.631,정상
CL02888,2026-08-19 14:03,A,냉동1,-18.72,-16.56,90.1,60.0,43.9,0.0,3.464,정상
CL01677,2026-07-17 07:49,C,냉동1,-18.31,-15.12,92.7,5.0,39.6,21.1,3.457,정상
CL01654,2026-07-16 14:26,A,냉동3,-17.94,-15.39,77.5,36.0,49.0,0.0,3.226,정상
CL03035,2026-08-23 17:50,B,냉동1,-15.92,-14.65,98.9,410.0,52.9,0.0,3.973,정상
CL01158,2026-07-02 14:46,C,냉동3,-18.02,-14.94,85.6,21.0,44.2,0.0,3.427,정상
CL02813,2026-08-17 09:56,C,냉동2,-17.79,-15.43,88.6,43.0,48.3,11.4,3.93,정상
CL00924,2026-06-26 10:04,C,냉동2,-16.79,-14.31,81.3,33.0,49.2,0.0,3.715,정상
CL02752,2026-08-15 20:25,A,냉동3,-19.14,-16.41,86.4,70.0,44.1,23.6,4.037,정상
CL02795,2026-08-16 22:51,C,냉동2,-18.32,-15.87,84.4,10.0,46.8,0.0,3.908,정상
CL01311,2026-07-07 00:06,C,냉동3,-17.79,-15.37,84.9,9.0,49.7,0.0,3.355,정상
CL02665,2026-08-13 10:31,A,냉동3,-18.25,-16.31,90.7,51.0,50.6,0.0,4.305,정상
CL01706,2026-07-18 01:22,B,냉동2,-16.31,-13.97,89.0,3.0,58.0,0.0,4.607,폐기
CL02936,2026-08-20 18:32,A,냉동1,-18.37,-16.0,85.0,128.0,51.7,0.0,4.081,정상
CL01308,2026-07-06 21:34,A,냉동1,-18.23,-15.78,89.8,4.0,45.4,0.0,3.614,정상
CL00383,2026-06-11 13:12,B,냉동3,-18.11,-15.29,87.7,110.0,49.0,0.0,4.129,정상
CL01888,2026-07-23 06:10,C,냉동1,-19.1,-17.13,79.8,4.0,43.6,0.0,3.852,정상
CL02671,2026-08-13 16:18,C,냉동1,-17.27,-14.35,87.1,53.0,51.5,0.0,3.96,정상
CL01730,2026-07-18 19:53,B,냉동3,-17.26,-14.17,85.4,96.0,43.7,0.0,3.644,폐기
CL00150,2026-06-05 08:15,A,냉동1,-18.63,-15.61,87.0,151.0,45.0,0.0,3.109,정상
CL00420,2026-06-12 09:00,C,냉동3,-18.62,-15.7,98.2,34.0,49.4,0.0,4.062,정상
CL01342,2026-07-07 17:11,B,냉동1,-17.59,-15.41,86.3,25.0,49.6,0.0,3.992,정상
CL00107,2026-06-03 23:05,C,냉동1,-18.68,-16.72,83.6,4.0,45.8,23.8,3.566,정상
CL01434,2026-07-10 06:33,B,냉동3,-16.92,-13.94,85.7,21.0,49.7,0.0,3.036,정상
CL02971,2026-08-21 19:35,B,냉동2,-18.43,-15.22,94.3,130.0,38.7,0.0,3.171,정상
CL00331,2026-06-10 05:59,C,냉동3,-18.62,-16.02,88.5,10.0,46.9,0.0,3.521,정상
CL03312,2026-08-31 15:36,C,냉동2,-18.55,-16.34,90.9,26.0,36.7,0.0,2.531,정상
CL02685,2026-08-13 23:54,B,냉동1,-18.17,-15.51,90.8,10.0,44.7,0.0,3.272,정상
CL02661,2026-08-13 09:08,B,냉동1,-18.18,-15.36,87.3,54.0,47.7,0.0,3.446,정상
CL01263,2026-07-05 09:37,B,냉동1,-17.14,-14.48,89.7,21.0,54.6,0.0,4.837,정상
CL00806,2026-06-23 06:56,A,냉동2,-17.75,-15.73,85.9,7.0,47.8,0.0,3.305,정상
CL01795,2026-07-20 16:35,A,냉동1,-17.39,-14.34,87.3,42.0,57.0,0.0,4.174,정상
CL03156,2026-08-27 02:31,C,냉동2,-17.58,-14.81,82.5,10.0,49.2,0.0,3.498,정상
CL01542,2026-07-13 08:23,B,냉동2,-17.3,-15.06,87.5,48.0,53.5,0.0,4.032,정상
CL03401,2026-09-02 23:48,C,냉동3,-18.31,-15.94,88.3,22.0,48.2,0.0,3.807,정상
CL02296,2026-08-02 20:13,A,냉동3,-18.14,-14.9,90.9,19.0,46.4,0.0,3.296,정상
CL00701,2026-06-20 08:32,A,냉동1,-17.86,-15.01,79.3,47.0,42.2,0.0,3.552,정상
CL02301,2026-08-03 02:30,C,냉동2,-17.36,-15.04,89.4,18.0,50.7,24.7,4.862,정상
CL01857,2026-07-22 10:19,B,냉동2,-17.51,-14.89,81.8,60.0,50.5,0.0,4.489,정상
CL00625,2026-06-18 06:20,B,냉동2,-17.76,-15.47,76.5,10.0,43.6,0.0,3.885,정상
CL00507,2026-06-15 03:31,C,냉동2,-18.42,-15.1,85.6,19.0,47.1,0.0,3.694,정상
CL02492,2026-08-08 15:25,C,냉동1,-19.01,-16.47,86.1,71.0,39.4,0.0,3.125,정상
CL03117,2026-08-25 23:08,B,냉동3,-18.93,-16.36,86.7,5.0,41.1,0.0,3.092,정상
CL00858,2026-06-24 18:37,B,냉동2,-17.38,-13.97,87.3,41.0,52.3,0.0,3.562,정상
CL01126,2026-07-01 19:29,A,냉동3,-18.47,-15.56,80.8,40.0,42.2,0.0,3.279,정상
CL03368,2026-09-02 02:57,B,냉동2,-18.27,-16.42,81.9,19.0,47.7,0.0,3.527,정상
CL02669,2026-08-13 14:02,B,냉동1,-18.23,-14.94,90.7,59.0,44.4,0.0,3.497,정상
CL00138,2026-06-05 01:57,A,냉동3,-18.11,-14.78,78.2,24.0,42.7,0.0,3.308,정상
CL00996,2026-06-28 11:26,B,냉동2,-18.3,-16.1,89.0,13.0,33.7,0.0,2.52,정상
CL02155,2026-07-30 04:48,C,냉동1,-17.88,-15.9,83.4,5.0,42.8,0.0,3.446,정상
CL00242,2026-06-08 01:30,A,냉동2,-18.46,-15.3,81.5,7.0,46.9,0.0,3.623,정상
CL02518,2026-08-09 08:10,B,냉동2,-17.93,-14.56,89.9,104.0,53.3,0.0,4.644,정상
CL02318,2026-08-03 14:38,B,냉동1,-18.19,-15.46,86.0,20.0,50.1,0.0,4.121,정상
CL02189,2026-07-31 03:14,A,냉동1,-19.1,-16.25,,1.0,40.2,0.0,3.149,정상
CL00043,2026-06-02 04:27,B,냉동2,-19.08,-16.22,82.9,5.0,32.3,0.0,2.518,정상
CL00728,2026-06-21 01:46,C,냉동2,-17.78,-14.7,82.9,4.0,53.2,0.0,3.999,정상
CL02555,2026-08-10 12:08,A,냉동3,-18.07,-15.02,86.7,91.0,46.6,12.0,3.963,정상
CL00849,2026-06-24 09:57,B,냉동2,-18.53,-14.95,81.6,31.0,43.7,0.0,3.246,정상
CL02906,2026-08-20 00:32,C,냉동1,-17.54,-15.1,89.9,65.0,42.6,0.0,3.238,정상
CL02305,2026-08-03 06:19,A,냉동2,-19.11,-16.87,75.2,7.0,45.2,0.0,,정상
CL03330,2026-09-01 03:01,C,냉동2,-18.86,-15.78,78.4,19.0,44.0,0.0,3.124,정상
CL02035,2026-07-26 21:25,A,냉동2,-17.8,-15.26,84.6,22.0,50.4,0.0,4.042,정상
CL01268,2026-07-05 13:42,C,냉동1,-18.04,-15.69,89.6,8.0,43.6,0.0,3.201,정상
CL00294,2026-06-09 03:42,C,냉동3,-18.42,-16.32,90.6,17.0,42.5,0.0,3.108,정상
CL00989,2026-06-28 07:29,A,냉동2,-18.13,-15.17,87.8,22.0,47.1,0.0,3.805,정상
CL01970,2026-07-25 07:30,A,냉동2,-17.67,-15.79,81.5,2.0,41.4,0.0,2.771,정상
CL02049,2026-07-27 07:36,B,냉동3,-19.4,-16.91,85.2,7.0,41.7,0.0,3.065,정상
CL01228,2026-07-04 07:31,B,냉동2,-18.07,-16.07,77.6,7.0,43.0,0.0,3.682,정상
CL01764,2026-07-20 00:17,A,냉동1,-17.67,-14.66,80.1,15.0,44.8,0.0,3.5,정상
CL01710,2026-07-18 05:10,B,냉동1,-16.93,-14.16,87.4,7.0,53.5,0.0,3.999,폐기
CL02958,2026-08-21 10:34,C,냉동3,-18.12,-15.35,87.4,55.0,44.7,0.0,3.252,정상
CL03326,2026-09-01 00:59,A,냉동3,-17.99,-14.85,86.2,16.0,51.7,0.0,4.077,정상
CL00044,2026-06-02 04:51,B,냉동2,-17.57,-14.82,85.7,2.0,52.1,0.0,4.265,정상
CL01536,2026-07-13 05:35,C,냉동3,-18.07,-15.84,81.1,9.0,46.6,0.0,3.589,정상
CL02398,2026-08-05 23:57,C,냉동2,-18.17,-15.56,,28.0,43.5,0.0,3.167,정상
CL01589,2026-07-14 12:46,A,냉동1,-18.86,-16.0,87.6,77.0,45.3,16.1,4.197,정상
CL01192,2026-07-03 07:34,B,냉동2,-18.56,-15.83,84.2,13.0,39.1,0.0,3.012,정상
CL00198,2026-06-06 16:45,C,냉동1,-16.87,-14.29,92.0,18.0,56.6,0.0,4.203,정상
CL00935,2026-06-26 18:42,B,냉동2,-17.91,-14.69,84.8,70.0,55.6,0.0,4.153,정상
CL00610,2026-06-17 21:14,A,냉동2,-17.98,-15.69,,12.0,48.5,0.0,3.673,정상
CL02350,2026-08-04 12:21,B,냉동3,-17.99,-14.9,88.9,87.0,51.5,0.0,3.597,정상
CL02014,2026-07-26 12:39,C,냉동2,-17.83,-14.93,83.1,14.0,45.6,0.0,3.161,정상
CL00381,2026-06-11 12:25,A,냉동1,-16.91,-13.66,78.0,17.0,58.2,0.0,4.739,폐기
CL00834,2026-06-24 01:14,B,냉동1,-18.04,-15.43,83.7,17.0,49.9,0.0,4.232,정상
CL01708,2026-07-18 03:14,C,냉동3,-18.72,-16.23,77.7,11.0,36.9,0.0,3.223,정상
CL00236,2026-06-07 20:31,B,냉동3,-17.69,-14.49,88.3,3.0,51.4,0.0,4.234,정상
CL02543,2026-08-10 02:42,A,냉동1,-18.37,-15.98,88.1,17.0,38.1,0.0,3.007,정상
CL00017,2026-06-01 08:53,C,냉동1,-18.32,-15.39,80.4,70.0,47.8,0.0,3.657,정상
CL02772,2026-08-16 08:23,C,냉동2,-17.98,-15.2,80.2,29.0,43.1,0.0,3.423,정상
CL02781,2026-08-16 13:40,C,냉동1,-17.26,-14.21,78.9,40.0,55.0,0.0,4.585,정상
CL00827,2026-06-23 20:26,A,냉동1,-17.44,-15.2,81.0,18.0,47.3,0.0,3.761,정상
CL00621,2026-06-18 03:47,A,냉동2,-18.19,-15.78,86.2,24.0,37.2,0.0,2.723,정상
CL02607,2026-08-11 22:21,A,냉동1,-18.54,-15.68,88.7,4.0,44.5,0.0,3.579,폐기
CL03102,2026-08-25 12:15,C,냉동1,-17.79,-14.5,77.4,45.0,48.8,0.0,3.845,정상
CL02308,2026-08-03 07:33,A,냉동1,-19.0,-16.33,79.6,14.0,36.9,0.0,2.725,정상
CL03335,2026-09-01 07:40,C,냉동1,-18.24,-15.83,84.5,17.0,35.6,0.0,2.75,정상
CL02839,2026-08-18 04:50,A,냉동3,-18.84,-16.0,77.0,3.0,44.3,0.0,3.625,정상
CL01094,2026-06-30 21:20,A,냉동1,-18.45,-16.11,86.1,6.0,48.4,0.0,3.556,정상
CL00604,2026-06-17 16:26,B,냉동2,-17.45,-15.34,74.1,47.0,47.6,22.7,4.368,정상
CL00402,2026-06-12 00:00,C,냉동1,-17.76,-15.61,83.9,4.0,46.0,0.0,3.95,정상
CL00559,2026-06-16 13:59,B,냉동1,-17.48,-15.42,84.1,132.0,59.4,0.0,4.511,정상
CL03340,2026-09-01 10:27,A,냉동3,-17.96,-15.04,83.1,76.0,53.3,14.1,4.506,정상
CL02060,2026-07-27 14:33,A,냉동3,-18.26,-15.73,85.0,48.0,42.3,0.0,3.43,정상
CL00161,2026-06-05 16:18,B,냉동3,-17.8,-14.56,80.7,70.0,48.0,0.0,3.077,정상
CL00485,2026-06-14 10:17,B,냉동3,-18.52,-15.28,80.5,5.0,42.2,0.0,3.315,정상
CL00389,2026-06-11 16:27,A,냉동3,-17.57,-14.74,90.0,89.0,43.7,0.0,3.538,정상
CL03155,2026-08-27 02:18,C,냉동1,-19.38,-15.88,84.7,16.0,49.2,0.0,3.771,정상
CL01632,2026-07-15 20:59,A,냉동1,-18.84,-15.92,86.6,6.0,37.3,0.0,2.816,정상
CL00225,2026-06-07 11:55,C,냉동3,-18.5,-15.83,87.4,77.0,37.8,0.0,3.208,정상
CL03054,2026-08-24 06:34,A,냉동2,-18.73,-15.92,82.6,16.0,41.9,0.0,3.116,정상
CL00515,2026-06-15 06:42,B,냉동1,-17.12,-13.99,89.1,8.0,52.8,0.0,4.1,정상
CL02576,2026-08-11 03:31,C,냉동3,-18.35,-15.4,85.0,3.0,43.4,0.0,3.3,정상
CL00195,2026-06-06 13:42,B,냉동1,-17.66,-15.28,88.9,7.0,49.4,0.0,3.85,정상
CL01896,2026-07-23 12:03,B,냉동2,-18.18,-15.42,83.5,47.0,43.7,0.0,3.351,정상
CL00352,2026-06-10 19:50,A,냉동1,-16.63,-13.95,85.4,102.0,63.6,0.0,4.21,정상
CL02933,2026-08-20 17:30,C,냉동1,-17.76,-15.31,89.3,49.0,47.1,0.0,3.713,정상
CL02205,2026-07-31 13:08,C,냉동2,-17.15,-15.22,82.1,14.0,50.3,0.0,3.791,정상
CL00713,2026-06-20 16:50,A,냉동2,-17.52,-15.01,85.3,19.0,47.4,0.0,3.743,정상
CL00544,2026-06-16 06:01,A,냉동3,-17.81,-15.31,92.8,4.0,55.8,0.0,4.358,정상
CL03105,2026-08-25 13:42,A,냉동1,-17.98,-14.49,83.4,72.0,46.9,0.0,3.763,정상
CL03161,2026-08-27 04:44,C,냉동3,-16.3,-13.12,79.0,13.0,51.3,0.0,4.216,정상
CL02111,2026-07-28 22:32,A,냉동3,-18.56,-15.78,91.3,13.0,41.7,17.4,3.723,정상
CL00528,2026-06-15 16:13,A,냉동2,-17.33,-16.47,97.3,365.0,42.7,0.0,3.501,정상
CL00086,2026-06-03 08:02,C,냉동2,-17.3,-14.1,83.7,78.0,53.1,0.0,3.897,정상
CL00273,2026-06-08 18:40,C,냉동2,-18.43,-15.39,87.6,59.0,42.5,0.0,3.243,정상
CL03396,2026-09-02 20:14,A,냉동1,-17.71,-15.2,82.8,3.0,45.7,0.0,3.778,정상
CL00346,2026-06-10 16:32,C,냉동2,-18.9,-16.15,87.8,103.0,32.2,0.0,2.502,정상
CL01964,2026-07-25 04:16,A,냉동2,-17.66,-15.61,83.6,25.0,47.3,0.0,3.725,정상
CL02897,2026-08-19 20:05,A,냉동1,-17.77,-15.62,84.6,13.0,49.6,0.0,4.274,정상
CL01390,2026-07-09 03:26,B,냉동1,-18.18,-16.06,89.4,23.0,50.4,0.0,4.601,정상
CL03116,2026-08-25 22:38,B,냉동2,-17.96,-15.13,,4.0,57.0,0.0,4.557,정상
CL02947,2026-08-21 03:11,A,냉동1,-18.81,-16.06,90.3,66.0,44.9,0.0,3.94,정상
CL02533,2026-08-09 18:59,B,냉동3,-17.26,-13.9,84.5,183.0,58.7,25.6,5.23,폐기
CL01951,2026-07-24 21:16,C,냉동2,-17.99,-15.53,89.1,8.0,43.8,0.0,2.966,정상
CL01647,2026-07-16 10:22,A,냉동3,-17.77,-14.83,85.8,38.0,50.8,0.0,3.842,정상
CL02466,2026-08-07 23:34,B,냉동3,-18.42,-16.18,80.1,3.0,50.8,0.0,3.976,정상
CL01659,2026-07-16 19:06,A,냉동1,-17.68,-15.06,86.0,39.0,48.7,0.0,3.847,정상
CL00584,2026-06-17 04:56,B,냉동2,-18.14,-15.47,85.5,3.0,44.7,0.0,3.378,정상
CL01438,2026-07-10 09:13,B,냉동1,-17.31,-14.35,85.8,45.0,49.3,0.0,3.66,정상
CL03062,2026-08-24 12:08,B,냉동1,-17.72,-14.88,86.5,76.0,46.9,0.0,4.255,정상
CL02076,2026-07-28 01:05,C,냉동2,-17.55,-15.62,85.0,7.0,51.1,15.0,4.04,정상
CL01047,2026-06-29 16:01,B,냉동2,-17.83,-15.27,84.6,25.0,49.7,0.0,4.149,정상
CL03017,2026-08-23 09:58,B,냉동1,-18.03,-14.97,86.5,77.0,41.3,0.0,3.128,정상
CL01614,2026-07-15 04:43,C,냉동2,-18.52,-15.53,82.6,50.0,38.8,25.9,3.488,정상
CL00898,2026-06-25 21:02,B,냉동3,-18.23,-15.21,75.8,1.0,48.2,0.0,3.497,정상
CL02441,2026-08-07 05:21,C,냉동3,-17.9,-15.59,80.1,7.0,43.5,16.8,3.53,정상
CL02341,2026-08-04 05:01,C,냉동2,-16.82,-14.06,91.4,16.0,53.0,0.0,3.833,정상
CL02653,2026-08-13 05:18,B,냉동1,-17.67,-15.56,86.4,9.0,38.4,0.0,2.886,정상
CL01209,2026-07-03 18:22,A,냉동1,-17.35,-14.33,82.1,108.0,48.6,0.0,3.464,정상
CL03201,2026-08-28 10:16,C,냉동1,-17.12,-14.8,83.7,9.0,48.3,0.0,3.53,정상
CL01827,2026-07-21 14:56,A,냉동1,-17.73,-15.07,80.2,96.0,38.4,0.0,3.007,정상
CL01067,2026-06-30 03:47,C,냉동2,-18.7,-15.82,74.8,1.0,42.6,0.0,3.407,정상
CL02209,2026-07-31 15:11,B,냉동2,-18.22,-14.91,77.9,79.0,38.9,0.0,2.833,정상
CL00950,2026-06-27 05:17,B,냉동3,-18.41,-15.64,85.6,16.0,41.5,0.0,3.189,정상
CL00318,2026-06-09 22:46,A,냉동1,-18.28,-15.76,87.8,8.0,46.7,0.0,3.437,정상
CL00170,2026-06-05 23:24,B,냉동2,-18.26,-16.43,95.4,25.0,41.8,0.0,2.852,정상
CL01809,2026-07-21 02:47,C,냉동2,-17.46,-15.2,87.0,30.0,46.8,23.7,4.539,정상
CL01806,2026-07-21 01:15,A,냉동3,-17.88,-15.38,87.3,9.0,50.7,0.0,4.265,정상
CL00774,2026-06-22 06:49,B,냉동2,-18.62,-16.09,82.7,16.0,44.8,0.0,3.933,정상
CL01185,2026-07-03 02:22,C,냉동3,-18.02,-14.96,85.4,3.0,44.6,0.0,3.263,정상
CL01533,2026-07-13 04:16,B,냉동1,-18.68,-15.99,90.4,14.0,40.7,0.0,3.204,정상
CL03228,2026-08-29 09:35,B,냉동1,-18.42,-15.51,82.9,64.0,43.1,0.0,3.418,정상
CL02154,2026-07-30 03:47,A,냉동2,-17.82,-14.97,82.4,27.0,48.6,0.0,4.056,정상
CL02004,2026-07-26 06:40,C,냉동3,-18.34,-15.81,85.8,5.0,38.5,0.0,2.93,정상
CL01445,2026-07-10 12:23,A,냉동1,-18.25,-15.96,91.9,20.0,44.6,0.0,3.241,정상
CL03219,2026-08-29 00:43,C,냉동2,-17.86,-15.44,84.4,6.0,42.2,0.0,3.574,정상
CL02300,2026-08-03 00:15,C,냉동1,-18.25,-15.01,76.9,20.0,44.0,0.0,3.108,정상
CL00332,2026-06-10 07:29,A,냉동2,-18.36,-15.43,88.1,17.0,37.2,13.0,2.859,정상
CL02169,2026-07-30 15:49,A,냉동3,-18.51,-15.06,85.7,42.0,47.3,0.0,3.674,정상
CL00203,2026-06-06 19:18,A,냉동2,-17.79,-14.66,81.0,116.0,45.7,0.0,3.848,정상
CL01539,2026-07-13 06:49,A,냉동2,-17.97,-15.06,89.2,36.0,48.0,12.0,4.121,정상
CL01599,2026-07-14 19:45,C,냉동1,-18.38,-15.56,83.1,54.0,44.8,0.0,3.372,정상
CL01370,2026-07-08 15:09,C,냉동2,-17.76,-15.11,88.3,30.0,46.3,0.0,3.256,정상
CL01443,2026-07-10 12:05,A,냉동1,-17.64,-14.11,88.7,36.0,44.8,0.0,3.216,정상
CL01758,2026-07-19 18:50,C,냉동2,-17.05,-13.33,84.7,26.0,50.2,0.0,4.001,폐기
CL00450,2026-06-13 04:24,B,냉동1,-18.27,-16.02,82.4,1.0,54.4,0.0,3.549,정상
CL00079,2026-06-03 04:50,B,냉동1,-17.87,-16.16,86.7,12.0,46.4,0.0,3.818,정상
CL01568,2026-07-14 01:47,B,냉동1,-17.56,-15.22,80.6,55.0,51.8,0.0,4.121,정상
CL00845,2026-06-24 06:59,A,냉동1,-17.94,-14.93,86.3,10.0,51.8,0.0,4.258,정상
CL02523,2026-08-09 11:23,C,냉동1,-18.1,-14.82,91.0,125.0,41.6,21.5,3.515,정상
CL00921,2026-06-26 08:59,B,냉동1,-17.6,-14.08,89.3,32.0,48.7,0.0,3.284,정상
CL02223,2026-08-01 02:32,A,냉동3,-19.44,-17.23,86.4,15.0,38.0,0.0,3.27,정상
CL02241,2026-08-01 15:55,C,냉동3,-17.98,-15.96,87.4,37.0,41.4,0.0,2.974,정상
CL03066,2026-08-24 14:52,C,냉동2,-17.51,-15.12,76.4,52.0,45.5,0.0,3.273,정상
CL01627,2026-07-15 16:31,B,냉동3,-14.97,-11.88,83.3,20.0,61.9,0.0,4.763,폐기
CL03251,2026-08-30 03:33,B,냉동1,-18.01,-15.75,83.7,10.0,48.3,0.0,3.705,정상
CL01125,2026-07-01 18:54,C,냉동2,-18.19,-16.01,87.0,32.0,43.1,0.0,3.53,정상
CL03084,2026-08-25 03:24,C,냉동2,-18.51,-16.06,91.3,21.0,46.1,0.0,3.298,정상
CL01285,2026-07-06 04:59,B,냉동2,-18.64,-15.68,86.5,54.0,51.5,0.0,3.721,정상
CL02115,2026-07-29 01:20,B,냉동1,-17.63,-14.26,91.2,1.0,45.8,0.0,3.33,정상
CL00580,2026-06-17 02:41,A,냉동1,-18.82,-16.05,88.7,4.0,51.6,0.0,3.961,정상
CL02552,2026-08-10 08:22,C,냉동3,-18.04,-15.64,83.3,59.0,49.9,0.0,3.873,정상
CL03143,2026-08-26 20:34,B,냉동3,-17.35,-14.8,83.8,3.0,52.6,0.0,4.194,정상
CL02968,2026-08-21 18:16,B,냉동2,-17.21,-13.84,87.9,57.0,61.8,0.0,4.69,폐기
CL01331,2026-07-07 10:10,B,냉동1,-17.42,-14.74,86.8,27.0,48.3,0.0,3.703,정상
CL00374,2026-06-11 08:19,A,냉동1,-17.91,-15.25,88.6,33.0,43.0,0.0,3.344,정상
CL03185,2026-08-27 23:52,C,냉동2,-17.69,-15.29,78.9,18.0,42.8,0.0,3.159,정상
CL03224,2026-08-29 06:19,B,냉동1,-17.76,-15.64,75.4,13.0,46.4,0.0,3.3,정상
CL02595,2026-08-11 14:47,C,냉동1,-18.23,-15.77,74.8,22.0,52.7,0.0,4.331,정상
CL00327,2026-06-10 03:26,C,냉동2,-18.16,-14.93,85.3,10.0,38.0,0.0,2.609,정상
