lot_id,produced_at,plant_code,line_id,shift,product,fill_error,cap_torque,seal_temp,line_speed,ambient_temp,ambient_humidity,result
L03877,2026-06-14 18:13,P-SEOUL-01,F-3,오후,500mL,-0.41,2.2,178.0,428,32.2,56.4,합격
L03878,2026-06-14 19:07,P-SEOUL-01,F-3,오후,500mL,1.39,2.06,179.7,400,26.8,55.3,합격
L03879,2026-06-14 19:31,P-SEOUL-01,F-1,오후,500mL,-0.81,2.0,179.5,404,24.2,49.5,합격
L03880,2026-06-14 19:45,P-SEOUL-01,F-2,오후,2L,-0.32,1.99,178.0,403,28.5,47.4,합격
L03881,2026-06-14 19:49,P-SEOUL-01,F-2,오후,1L,3.5,1.87,177.9,404,26.5,56.4,재검
L03882,2026-06-14 20:20,P-SEOUL-01,F-1,오후,1L,-0.21,2.18,180.1,418,21.0,43.6,합격
L03883,2026-06-14 20:35,P-SEOUL-01,F-2,오후,500mL,1.4,2.07,178.2,394,34.0,57.8,합격
L03884,2026-06-14 20:46,P-SEOUL-01,F-1,오후,500mL,-1.15,1.81,184.2,393,24.8,42.3,합격
L03885,2026-06-14 20:57,P-SEOUL-01,F-3,오후,2L,-1.12,2.15,182.8,391,25.2,35.9,합격
L03886,2026-06-14 20:57,P-SEOUL-01,F-1,오후,500mL,-5.18,2.26,181.9,417,20.8,57.1,재검
L03887,2026-06-14 21:20,P-SEOUL-01,F-1,오후,500mL,-1.91,2.04,178.2,394,20.1,45.7,합격
L03888,2026-06-14 21:36,P-SEOUL-01,F-3,오후,500mL,0.2,2.12,178.1,392,19.9,60.4,합격
L03889,2026-06-14 22:05,P-SEOUL-01,F-3,야간,500mL,0.13,2.07,179.0,399,24.9,42.8,합격
L03890,2026-06-14 22:14,P-SEOUL-01,F-3,야간,500mL,0.52,2.11,180.3,392,25.7,74.4,합격
L03891,2026-06-14 22:48,P-SEOUL-01,F-1,야간,2L,-1.82,1.5,180.8,399,25.2,47.6,재검
L03892,2026-06-14 23:19,P-SEOUL-01,F-3,야간,1L,-0.83,1.92,178.0,410,23.8,54.2,합격
L03893,2026-06-15 00:04,P-SEOUL-01,F-3,야간,500mL,0.29,2.05,181.4,387,21.8,53.4,합격
L03894,2026-06-15 02:06,P-SEOUL-01,F-1,야간,500mL,-0.21,2.19,174.9,387,29.4,51.3,합격
L03895,2026-06-15 02:13,P-SEOUL-01,F-2,야간,500mL,-1.0,1.78,183.4,415,26.9,38.3,합격
L03896,2026-06-15 02:30,P-SEOUL-01,F-3,야간,2L,-0.13,2.06,179.7,409,22.2,54.8,합격
L03897,2026-06-15 02:52,P-SEOUL-01,F-1,야간,1L,0.3,2.04,182.2,415,19.2,38.1,합격
L03898,2026-06-15 03:02,P-SEOUL-01,F-2,야간,500mL,0.54,2.13,182.8,375,21.4,43.8,합격
L03899,2026-06-15 03:03,P-SEOUL-01,F-2,야간,2L,0.88,2.08,190.3,411,19.5,42.5,합격
L03900,2026-06-15 04:16,P-SEOUL-01,F-2,야간,500mL,-1.2,1.89,189.7,395,25.5,52.9,합격
L03901,2026-06-15 04:17,P-SEOUL-01,F-1,야간,2L,-4.19,2.01,183.4,396,21.8,48.4,재검
L03902,2026-06-15 05:15,P-SEOUL-01,F-1,야간,500mL,-0.6,2.3,179.4,386,29.2,49.2,합격
L03903,2026-06-15 05:53,P-SEOUL-01,F-1,야간,1L,0.22,1.91,178.8,392,22.0,57.2,합격
L03904,2026-06-15 06:57,P-SEOUL-01,F-3,주간,1L,0.03,2.06,183.2,410,22.9,38.3,합격
L03905,2026-06-15 07:16,P-SEOUL-01,F-1,주간,2L,-0.73,2.1,182.0,394,16.4,46.8,합격
L03906,2026-06-15 07:49,P-SEOUL-01,F-2,주간,500mL,-1.88,2.3,182.9,387,16.8,63.8,합격
L03907,2026-06-15 07:56,P-SEOUL-01,F-2,주간,2L,1.83,2.05,185.7,380,19.6,59.6,합격
L03908,2026-06-15 09:02,P-SEOUL-01,F-2,주간,1L,0.02,1.89,183.4,403,21.6,49.7,합격
L03909,2026-06-15 09:22,P-SEOUL-01,F-2,주간,500mL,0.89,2.22,184.9,387,19.8,55.9,합격
L03910,2026-06-15 10:07,P-SEOUL-01,F-1,주간,2L,-0.38,2.0,179.3,411,23.4,45.0,합격
L03911,2026-06-15 10:07,P-SEOUL-01,F-2,주간,500mL,-0.23,2.07,187.6,404,27.0,50.3,합격
L03912,2026-06-15 10:50,P-SEOUL-01,F-1,주간,1L,0.44,2.02,181.0,403,27.2,51.5,합격
L03913,2026-06-15 10:57,P-SEOUL-01,F-2,주간,2L,1.49,2.01,182.2,428,22.6,46.1,합격
L03914,2026-06-15 11:12,P-SEOUL-01,F-3,주간,500mL,-0.74,2.28,178.4,382,22.9,36.3,합격
L03915,2026-06-15 11:22,P-SEOUL-01,F-3,주간,2L,1.31,1.99,178.7,402,24.1,55.4,합격
L03916,2026-06-15 11:52,P-SEOUL-01,F-2,주간,500mL,-1.95,2.13,197.3,405,24.4,45.6,재검
L03917,2026-06-15 11:58,P-SEOUL-01,F-1,주간,500mL,1.15,2.07,181.6,399,23.3,56.0,합격
L03918,2026-06-15 13:03,P-SEOUL-01,F-1,주간,1L,0.17,2.54,179.7,390,15.7,45.7,합격
L03919,2026-06-15 13:06,P-SEOUL-01,F-1,주간,1L,1.2,2.01,181.9,385,25.4,45.0,합격
L03920,2026-06-15 13:36,P-SEOUL-01,F-2,주간,500mL,-0.87,2.14,180.6,427,24.2,36.7,합격
L03921,2026-06-15 13:50,P-SEOUL-01,F-2,주간,500mL,0.72,2.14,188.3,387,22.9,50.0,합격
L03922,2026-06-15 14:06,P-SEOUL-01,F-2,오후,500mL,-1.74,2.14,184.5,396,25.5,52.6,합격
L03923,2026-06-15 15:02,P-SEOUL-01,F-2,오후,500mL,0.55,2.11,187.5,396,21.7,50.2,합격
L03924,2026-06-15 15:10,P-SEOUL-01,F-2,오후,500mL,1.98,2.14,188.8,403,26.1,51.9,합격
L03925,2026-06-15 15:17,P-SEOUL-01,F-1,오후,500mL,1.12,1.78,183.1,396,18.2,50.3,합격
L03926,2026-06-15 15:44,P-SEOUL-01,F-2,오후,1L,-0.52,2.16,185.5,383,21.9,56.9,합격
L03927,2026-06-15 16:09,P-SEOUL-01,F-2,오후,1L,-0.49,2.08,185.2,421,19.1,63.9,합격
L03928,2026-06-15 16:47,P-SEOUL-01,F-2,오후,1L,-1.49,2.05,185.8,410,23.2,53.7,합격
L03929,2026-06-15 17:05,P-SEOUL-01,F-1,오후,2L,-0.09,2.2,179.8,387,26.4,56.0,합격
L03930,2026-06-15 17:09,P-SEOUL-01,F-1,오후,500mL,-0.2,2.11,181.5,399,23.8,50.6,합격
L03931,2026-06-15 17:10,P-SEOUL-01,F-1,오후,2L,-0.0,2.09,182.4,432,21.0,57.8,합격
L03932,2026-06-15 17:16,P-SEOUL-01,F-2,오후,2L,1.7,2.27,191.0,386,27.0,54.3,합격
L03933,2026-06-15 17:44,P-SEOUL-01,F-3,오후,500mL,-0.52,,182.0,401,20.9,56.8,합격
L03934,2026-06-15 17:53,P-SEOUL-01,F-3,오후,500mL,0.88,2.0,180.9,416,22.5,50.3,합격
L03935,2026-06-15 17:57,P-SEOUL-01,F-3,오후,500mL,0.94,1.92,180.9,387,23.5,57.1,합격
L03936,2026-06-15 18:51,P-SEOUL-01,F-2,오후,500mL,-0.19,2.29,187.9,402,21.9,60.5,합격
L03937,2026-06-15 19:19,P-SEOUL-01,F-1,오후,1L,4.36,2.1,178.6,410,22.3,66.2,재검
L03938,2026-06-15 19:26,P-SEOUL-01,F-3,오후,1L,-0.94,2.16,178.1,399,20.1,43.2,합격
L03939,2026-06-15 19:31,P-SEOUL-01,F-1,오후,500mL,-0.38,2.1,179.0,397,26.6,54.2,합격
L03940,2026-06-15 19:37,P-SEOUL-01,F-1,오후,500mL,-0.25,2.08,179.1,406,23.9,51.3,합격
L03941,2026-06-15 19:52,P-SEOUL-01,F-1,오후,500mL,0.83,2.24,180.2,402,32.2,56.9,합격
L03942,2026-06-15 19:56,P-SEOUL-01,F-1,오후,1L,0.69,2.09,177.9,397,25.6,61.6,합격
L03943,2026-06-15 21:35,P-SEOUL-01,F-2,오후,1L,-1.68,2.11,198.1,398,28.3,59.1,재검
L03944,2026-06-15 21:43,P-SEOUL-01,F-1,오후,1L,0.28,2.39,182.3,392,23.3,50.2,합격
L03945,2026-06-15 22:08,P-SEOUL-01,F-1,야간,500mL,-0.28,1.97,179.9,382,22.4,57.9,합격
L03946,2026-06-15 22:31,P-SEOUL-01,F-2,야간,500mL,-0.67,1.91,183.8,403,22.8,57.2,합격
L03947,2026-06-16 00:13,P-SEOUL-01,F-2,야간,500mL,-0.51,2.2,207.2,385,26.7,51.7,재검
L03948,2026-06-16 00:40,P-SEOUL-01,F-1,야간,1L,-0.45,2.06,176.7,398,20.3,49.0,재검
L03949,2026-06-16 00:49,P-SEOUL-01,F-1,야간,500mL,0.59,2.02,179.7,394,22.8,,합격
L03950,2026-06-16 01:37,P-SEOUL-01,F-1,야간,1L,1.61,2.05,179.0,396,26.2,45.8,합격
L03951,2026-06-16 01:57,P-SEOUL-01,F-2,야간,2L,-0.04,1.98,184.8,418,17.7,57.3,합격
L03952,2026-06-16 03:27,P-SEOUL-01,F-2,야간,1L,0.25,2.12,180.1,390,26.4,49.5,합격
L03953,2026-06-16 03:37,P-SEOUL-01,F-1,야간,500mL,-0.28,2.12,178.1,396,23.6,54.7,합격
L03954,2026-06-16 04:23,P-SEOUL-01,F-1,야간,2L,1.35,2.13,178.2,413,24.0,55.9,합격
L03955,2026-06-16 05:29,P-SEOUL-01,F-1,야간,500mL,0.44,2.21,177.2,394,21.9,45.7,합격
L03956,2026-06-16 05:38,P-SEOUL-01,F-1,야간,2L,-0.07,2.22,175.5,404,21.7,47.8,합격
L03957,2026-06-16 06:19,P-SEOUL-01,F-2,주간,1L,0.26,2.25,184.3,408,28.9,37.0,합격
L03958,2026-06-16 06:24,P-SEOUL-01,F-1,주간,1L,-1.43,2.4,177.3,402,35.0,54.7,합격
L03959,2026-06-16 06:33,P-SEOUL-01,F-1,주간,1L,0.39,2.36,176.9,407,23.8,39.9,합격
L03960,2026-06-16 06:33,P-SEOUL-01,F-3,주간,2L,1.19,2.04,178.4,400,26.7,43.3,합격
L03961,2026-06-16 06:37,P-SEOUL-01,F-2,주간,500mL,0.75,1.98,179.1,371,22.1,60.3,합격
L03962,2026-06-16 06:41,P-SEOUL-01,F-2,주간,2L,0.21,1.87,188.9,387,19.9,49.5,합격
L03963,2026-06-16 08:06,P-SEOUL-01,F-3,주간,2L,-0.01,1.9,182.5,404,24.3,57.8,합격
L03964,2026-06-16 08:15,P-SEOUL-01,F-3,주간,500mL,-0.01,2.19,180.1,387,21.2,54.5,합격
L03965,2026-06-16 08:26,P-SEOUL-01,F-2,주간,1L,-0.84,2.19,185.2,401,25.8,40.1,합격
L03966,2026-06-16 08:40,P-SEOUL-01,F-2,주간,500mL,-0.81,2.02,187.2,402,27.7,66.2,합격
L03967,2026-06-16 08:43,P-SEOUL-01,F-2,주간,1L,-0.3,2.09,186.8,385,23.4,57.6,합격
L03968,2026-06-16 08:59,P-SEOUL-01,F-3,주간,2L,0.32,2.29,180.4,399,16.9,53.2,합격
L03969,2026-06-16 09:02,P-SEOUL-01,F-2,주간,500mL,-0.21,1.9,183.6,401,20.3,48.8,합격
L03970,2026-06-16 09:04,P-SEOUL-01,F-3,주간,1L,1.25,2.09,181.0,402,22.1,41.9,합격
L03971,2026-06-16 09:17,P-SEOUL-01,F-2,주간,500mL,-1.89,2.11,184.7,397,24.5,59.3,합격
L03972,2026-06-16 09:17,P-SEOUL-01,F-2,주간,2L,-0.3,2.07,182.9,393,21.6,50.6,합격
L03973,2026-06-16 10:03,P-SEOUL-01,F-3,주간,500mL,-0.3,2.21,177.4,375,14.3,48.3,합격
L03974,2026-06-16 10:11,P-SEOUL-01,F-3,주간,1L,-0.23,2.25,179.5,379,21.8,46.5,합격
L03975,2026-06-16 10:41,P-SEOUL-01,F-1,주간,500mL,1.06,2.07,177.8,390,22.4,59.6,합격
L03976,2026-06-16 11:05,P-SEOUL-01,F-2,주간,500mL,1.22,2.13,181.5,397,23.7,45.3,합격
L03977,2026-06-16 11:07,P-SEOUL-01,F-3,주간,500mL,0.55,2.19,181.0,398,20.2,48.5,합격
L03978,2026-06-16 11:09,P-SEOUL-01,F-2,주간,2L,-0.71,2.23,182.7,400,25.7,51.3,합격
L03979,2026-06-16 11:45,P-SEOUL-01,F-2,주간,1L,0.2,2.18,178.3,424,23.6,61.0,합격
L03980,2026-06-16 12:29,P-SEOUL-01,F-2,주간,500mL,-0.68,2.05,184.0,408,19.7,52.4,합격
L03981,2026-06-16 12:35,P-SEOUL-01,F-1,주간,500mL,0.7,1.87,179.0,395,24.1,74.8,합격
L03982,2026-06-16 12:40,P-SEOUL-01,F-3,주간,500mL,-1.07,2.07,181.2,411,25.3,42.7,합격
L03983,2026-06-16 13:37,P-SEOUL-01,F-3,주간,500mL,-1.06,2.3,183.9,403,16.9,53.6,합격
L03984,2026-06-16 13:44,P-SEOUL-01,F-3,주간,2L,-0.43,1.99,180.4,389,18.5,56.8,합격
L03985,2026-06-16 13:54,P-SEOUL-01,F-1,주간,500mL,0.52,2.22,181.3,399,23.0,45.3,합격
L03986,2026-06-16 16:13,P-SEOUL-01,F-2,오후,1L,-1.84,2.33,184.0,400,24.8,43.2,합격
L03987,2026-06-16 17:16,P-SEOUL-01,F-3,오후,500mL,-0.15,2.17,181.6,398,23.3,38.6,합격
L03988,2026-06-16 17:17,P-SEOUL-01,F-1,오후,1L,-1.34,2.07,180.8,422,24.2,53.5,합격
L03989,2026-06-16 17:28,P-SEOUL-01,F-1,오후,500mL,1.49,1.95,182.1,387,26.8,38.4,합격
L03990,2026-06-16 17:31,P-SEOUL-01,F-1,오후,2L,0.29,2.24,181.7,389,18.1,63.9,합격
L03991,2026-06-16 18:44,P-SEOUL-01,F-1,오후,500mL,-0.23,2.24,178.9,396,26.0,50.0,합격
L03992,2026-06-16 18:54,P-SEOUL-01,F-2,오후,2L,0.42,2.12,176.6,397,21.2,46.1,합격
L03993,2026-06-16 19:14,P-SEOUL-01,F-2,오후,2L,-1.77,2.27,185.5,404,29.9,66.4,합격
L03994,2026-06-16 19:19,P-SEOUL-01,F-3,오후,1L,0.52,2.19,178.6,402,25.4,43.1,합격
L03995,2026-06-16 19:25,P-SEOUL-01,F-3,오후,500mL,1.11,2.02,177.4,389,26.2,58.3,합격
L03996,2026-06-16 19:27,P-SEOUL-01,F-1,오후,2L,-0.29,2.14,182.1,388,25.7,41.3,합격
L03997,2026-06-16 19:45,P-SEOUL-01,F-2,오후,1L,0.31,2.17,182.8,407,21.5,58.9,합격
L03998,2026-06-16 20:02,P-SEOUL-01,F-1,오후,500mL,0.51,2.1,178.7,398,28.9,61.1,합격
L03999,2026-06-16 20:21,P-SEOUL-01,F-3,오후,500mL,-1.16,2.13,181.1,411,26.3,53.0,합격
L04000,2026-06-16 20:27,P-SEOUL-01,F-1,오후,1L,-0.3,1.51,183.6,404,24.7,60.3,재검
L04001,2026-06-16 20:32,P-SEOUL-01,F-1,오후,500mL,1.03,2.25,178.1,412,20.6,48.1,합격
L04002,2026-06-16 21:07,P-SEOUL-01,F-1,오후,2L,1.02,2.21,184.4,400,25.9,56.1,합격
L04003,2026-06-16 21:12,P-SEOUL-01,F-2,오후,500mL,0.61,,182.4,396,25.5,63.6,합격
L04004,2026-06-16 21:13,P-SEOUL-01,F-1,오후,1L,0.01,1.9,175.9,405,26.6,52.5,합격
L04005,2026-06-16 22:30,P-SEOUL-01,F-2,야간,1L,-0.4,2.17,183.1,351,21.3,55.6,합격
L04006,2026-06-16 23:52,P-SEOUL-01,F-2,야간,1L,0.98,1.98,176.2,391,27.1,43.5,합격
L04007,2026-06-17 00:02,P-SEOUL-01,F-1,야간,500mL,1.55,2.01,182.1,407,21.6,54.8,합격
L04008,2026-06-17 00:28,P-SEOUL-01,F-2,야간,1L,-1.39,2.21,179.5,404,27.5,55.0,합격
L04009,2026-06-17 00:51,P-SEOUL-01,F-3,야간,500mL,-0.5,2.23,180.4,377,20.4,55.0,합격
L04010,2026-06-17 01:14,P-SEOUL-01,F-1,야간,500mL,-0.07,2.09,178.0,411,24.4,55.4,합격
L04011,2026-06-17 01:29,P-SEOUL-01,F-2,야간,1L,1.49,2.05,178.6,402,22.6,42.3,합격
L04012,2026-06-17 01:45,P-SEOUL-01,F-2,야간,500mL,0.79,1.27,184.9,385,17.4,62.0,재검
L04013,2026-06-17 02:01,P-SEOUL-01,F-1,야간,2L,0.15,2.26,180.8,394,23.3,51.1,합격
L04014,2026-06-17 02:45,P-SEOUL-01,F-2,야간,2L,0.64,2.03,177.9,381,26.4,52.9,합격
L04015,2026-06-17 03:07,P-SEOUL-01,F-3,야간,2L,0.35,1.93,179.5,416,22.5,44.3,합격
L04016,2026-06-17 03:12,P-SEOUL-01,F-1,야간,500mL,-1.0,2.31,178.7,409,19.9,52.7,합격
L04017,2026-06-17 03:28,P-SEOUL-01,F-1,야간,500mL,-0.54,2.09,179.8,381,25.5,52.6,합격
L04018,2026-06-17 03:33,P-SEOUL-01,F-2,야간,1L,1.29,1.94,187.9,393,21.9,68.5,합격
L04019,2026-06-17 03:47,P-SEOUL-01,F-2,야간,500mL,-0.09,2.16,181.8,415,22.7,48.6,합격
L04020,2026-06-17 03:51,P-SEOUL-01,F-3,야간,2L,0.43,1.95,176.3,393,23.3,46.9,합격
L04021,2026-06-17 04:00,P-SEOUL-01,F-3,야간,1L,-0.14,2.14,181.7,405,26.3,36.6,합격
L04022,2026-06-17 04:05,P-SEOUL-01,F-3,야간,500mL,-0.48,1.73,176.3,412,20.5,58.9,합격
L04023,2026-06-17 04:31,P-SEOUL-01,F-2,야간,500mL,-2.06,1.88,189.5,389,20.8,61.6,합격
L04024,2026-06-17 04:54,P-SEOUL-01,F-1,야간,500mL,0.74,1.92,180.7,398,26.8,66.6,합격
L04025,2026-06-17 05:05,P-SEOUL-01,F-1,야간,2L,0.42,1.96,179.8,388,22.0,42.4,합격
L04026,2026-06-17 05:52,P-SEOUL-01,F-2,야간,1L,-1.24,2.07,185.8,398,23.3,46.3,합격
L04027,2026-06-17 06:30,P-SEOUL-01,F-3,주간,500mL,0.13,2.15,183.3,382,23.2,44.7,합격
L04028,2026-06-17 06:34,P-SEOUL-01,F-3,주간,500mL,-0.4,2.13,178.4,397,21.9,45.8,합격
L04029,2026-06-17 08:06,P-SEOUL-01,F-3,주간,1L,-0.07,2.08,181.1,392,28.8,48.3,합격
L04030,2026-06-17 08:26,P-SEOUL-01,F-2,주간,1L,0.42,2.04,183.7,392,26.3,52.4,합격
L04031,2026-06-17 08:44,P-SEOUL-01,F-2,주간,1L,-1.16,1.84,186.1,403,24.1,60.0,합격
L04032,2026-06-17 09:15,P-SEOUL-01,F-2,주간,500mL,0.22,2.42,207.0,402,25.2,55.6,재검
L04033,2026-06-17 09:58,P-SEOUL-01,F-1,주간,2L,-0.02,2.0,182.5,400,23.7,43.2,합격
L04034,2026-06-17 10:20,P-SEOUL-01,F-2,주간,2L,-0.7,2.05,185.2,405,24.9,58.8,합격
L04035,2026-06-17 10:25,P-SEOUL-01,F-2,주간,2L,-0.96,2.19,181.6,394,21.3,57.7,합격
L04036,2026-06-17 10:31,P-SEOUL-01,F-3,주간,500mL,0.79,2.06,181.7,406,22.9,37.5,합격
L04037,2026-06-17 10:32,P-SEOUL-01,F-1,주간,500mL,-1.02,2.27,181.7,403,25.4,58.7,합격
L04038,2026-06-17 10:36,P-SEOUL-01,F-1,주간,1L,-1.44,2.02,177.7,379,21.3,44.2,합격
L04039,2026-06-17 11:21,P-SEOUL-01,F-1,주간,500mL,-1.03,1.94,178.9,389,27.0,34.1,합격
L04040,2026-06-17 12:12,P-SEOUL-01,F-3,주간,2L,-0.84,2.14,179.5,412,19.8,59.2,합격
L04041,2026-06-17 12:35,P-SEOUL-01,F-3,주간,1L,-0.29,1.88,182.0,402,22.5,45.9,합격
L04042,2026-06-17 12:50,P-SEOUL-01,F-1,주간,500mL,1.19,1.98,181.5,384,24.1,52.6,합격
L04043,2026-06-17 12:52,P-SEOUL-01,F-1,주간,500mL,-0.38,2.24,181.0,399,24.6,64.7,합격
L04044,2026-06-17 12:54,P-SEOUL-01,F-1,주간,2L,-0.32,2.26,183.2,400,19.2,65.4,합격
L04045,2026-06-17 12:55,P-SEOUL-01,F-3,주간,500mL,0.85,2.0,179.5,397,19.5,41.2,합격
L04046,2026-06-17 13:15,P-SEOUL-01,F-1,주간,1L,-0.9,1.32,178.0,371,22.8,40.2,재검
L04047,2026-06-17 13:33,P-SEOUL-01,F-1,주간,2L,-0.78,1.99,181.2,383,25.0,50.6,합격
L04048,2026-06-17 13:44,P-SEOUL-01,F-3,주간,1L,-0.21,2.18,184.7,405,29.9,55.7,합격
L04049,2026-06-17 13:46,P-SEOUL-01,F-3,주간,500mL,1.59,2.24,180.5,405,21.9,48.6,합격
L04050,2026-06-17 14:19,P-SEOUL-01,F-2,오후,500mL,-0.29,2.27,182.4,391,25.6,66.1,합격
L04051,2026-06-17 14:27,P-SEOUL-01,F-2,오후,2L,0.18,1.99,182.6,390,27.5,74.3,합격
L04052,2026-06-17 15:10,P-SEOUL-01,F-3,오후,500mL,0.12,2.06,178.2,414,27.5,52.0,합격
L04053,2026-06-17 15:24,P-SEOUL-01,F-3,오후,2L,-2.2,2.17,180.9,406,18.5,50.3,합격
L04054,2026-06-17 16:08,P-SEOUL-01,F-1,오후,500mL,-1.04,2.28,180.6,396,21.7,53.3,합격
L04055,2026-06-17 16:15,P-SEOUL-01,F-2,오후,500mL,-0.58,,187.3,396,23.9,43.9,합격
L04056,2026-06-17 16:20,P-SEOUL-01,F-2,오후,500mL,1.09,2.05,184.6,393,20.1,40.1,합격
L04057,2026-06-17 17:46,P-SEOUL-01,F-1,오후,500mL,0.32,2.52,181.8,408,31.2,46.5,합격
L04058,2026-06-17 18:05,P-SEOUL-01,F-1,오후,1L,1.35,1.89,185.0,381,24.6,44.5,합격
L04059,2026-06-17 18:25,P-SEOUL-01,F-1,오후,1L,-0.74,2.18,183.2,391,28.0,56.6,합격
L04060,2026-06-17 18:33,P-SEOUL-01,F-1,오후,1L,1.17,1.93,180.8,414,25.3,40.0,합격
L04061,2026-06-17 18:33,P-SEOUL-01,F-1,오후,1L,0.83,2.04,179.5,378,25.5,55.9,합격
L04062,2026-06-17 18:53,P-SEOUL-01,F-1,오후,500mL,0.05,2.04,182.1,409,17.9,65.6,합격
L04063,2026-06-17 18:59,P-SEOUL-01,F-2,오후,500mL,-0.8,2.21,186.7,388,26.4,58.6,합격
L04064,2026-06-17 18:59,P-SEOUL-01,F-2,오후,500mL,-2.22,1.8,187.3,397,19.9,48.0,합격
L04065,2026-06-17 19:14,P-SEOUL-01,F-1,오후,500mL,0.77,2.16,180.5,409,28.9,38.6,합격
L04066,2026-06-17 21:06,P-SEOUL-01,F-1,오후,500mL,-0.84,2.27,181.4,386,23.4,44.0,합격
L04067,2026-06-17 21:10,P-SEOUL-01,F-1,오후,500mL,-0.95,2.09,181.1,400,25.6,35.7,합격
L04068,2026-06-17 23:19,P-SEOUL-01,F-2,야간,2L,-0.88,1.81,187.0,388,31.5,49.8,합격
L04069,2026-06-18 00:23,P-SEOUL-01,F-1,야간,500mL,0.26,2.0,182.3,406,23.7,54.2,합격
L04070,2026-06-18 00:30,P-SEOUL-01,F-1,야간,500mL,-0.74,2.15,178.5,403,22.4,66.2,합격
L04071,2026-06-18 00:45,P-SEOUL-01,F-1,야간,2L,-1.43,1.97,181.9,411,23.5,50.3,합격
L04072,2026-06-18 01:11,P-SEOUL-01,F-1,야간,500mL,-1.83,2.05,179.8,392,23.0,42.6,합격
L04073,2026-06-18 01:43,P-SEOUL-01,F-2,야간,1L,-0.05,1.91,177.9,355,16.8,53.2,합격
L04074,2026-06-18 02:53,P-SEOUL-01,F-1,야간,500mL,0.76,2.07,177.8,408,21.0,58.1,합격
L04075,2026-06-18 03:00,P-SEOUL-01,F-3,야간,1L,-0.96,2.21,182.6,394,26.8,48.6,합격
L04076,2026-06-18 03:22,P-SEOUL-01,F-1,야간,1L,1.41,1.9,178.6,399,23.2,54.3,합격
L04077,2026-06-18 03:59,P-SEOUL-01,F-3,야간,2L,-0.47,1.91,184.3,425,24.3,,합격
L04078,2026-06-18 04:13,P-SEOUL-01,F-1,야간,1L,-0.32,2.12,178.2,401,23.9,59.8,합격
L04079,2026-06-18 04:51,P-SEOUL-01,F-1,야간,500mL,0.14,1.9,177.4,402,22.2,54.8,합격
L04080,2026-06-18 05:01,P-SEOUL-01,F-1,야간,1L,-5.39,2.18,180.7,389,25.6,56.4,재검
L04081,2026-06-18 05:53,P-SEOUL-01,F-1,야간,500mL,-1.82,2.14,178.8,409,21.4,69.4,합격
L04082,2026-06-18 05:56,P-SEOUL-01,F-1,야간,1L,-0.55,2.25,181.2,380,25.8,55.6,합격
L04083,2026-06-18 05:58,P-SEOUL-01,F-1,야간,2L,-0.2,2.21,178.7,402,27.5,62.2,합격
L04084,2026-06-18 06:18,P-SEOUL-01,F-2,주간,2L,-0.52,1.99,180.5,397,19.6,53.4,합격
L04085,2026-06-18 08:38,P-SEOUL-01,F-1,주간,1L,0.1,2.07,181.1,403,16.3,47.3,합격
L04086,2026-06-18 09:04,P-SEOUL-01,F-2,주간,2L,-0.03,2.25,180.5,394,18.4,58.3,합격
L04087,2026-06-18 09:20,P-SEOUL-01,F-2,주간,500mL,0.4,1.98,181.2,405,19.9,52.9,합격
L04088,2026-06-18 09:25,P-SEOUL-01,F-3,주간,500mL,0.8,2.13,179.5,392,29.8,42.4,합격
L04089,2026-06-18 10:25,P-SEOUL-01,F-2,주간,2L,0.09,2.0,190.8,386,21.0,64.3,합격
L04090,2026-06-18 10:33,P-SEOUL-01,F-1,주간,1L,0.47,2.05,180.8,393,23.6,57.1,합격
L04091,2026-06-18 10:41,P-SEOUL-01,F-2,주간,500mL,-2.01,1.36,187.6,412,24.6,47.8,재검
L04092,2026-06-18 11:23,P-SEOUL-01,F-2,주간,500mL,1.33,2.08,184.7,405,26.5,37.7,합격
L04093,2026-06-18 12:03,P-SEOUL-01,F-1,주간,2L,-0.67,1.9,181.4,408,19.2,56.0,합격
L04094,2026-06-18 12:54,P-SEOUL-01,F-1,주간,500mL,0.59,2.01,177.3,402,25.8,59.0,합격
L04095,2026-06-18 13:33,P-SEOUL-01,F-1,주간,1L,-1.09,2.03,179.4,416,28.8,44.4,합격
L04096,2026-06-18 13:41,P-SEOUL-01,F-1,주간,1L,0.2,2.01,178.9,380,28.7,43.3,합격
L04097,2026-06-18 13:50,P-SEOUL-01,F-1,주간,500mL,-0.97,2.25,181.3,400,25.0,43.6,합격
L04098,2026-06-18 13:52,P-SEOUL-01,F-2,주간,1L,-0.31,1.99,180.4,382,23.1,56.9,합격
L04099,2026-06-18 14:58,P-SEOUL-01,F-2,오후,1L,1.32,2.18,178.4,418,28.1,54.8,합격
L04100,2026-06-18 15:45,P-SEOUL-01,F-2,오후,500mL,-1.1,2.16,184.3,399,28.1,51.3,합격
L04101,2026-06-18 16:16,P-SEOUL-01,F-2,오후,1L,0.12,2.22,181.9,403,23.6,54.6,합격
L04102,2026-06-18 16:25,P-SEOUL-01,F-1,오후,500mL,-0.87,1.85,180.8,390,21.5,60.4,합격
L04103,2026-06-18 16:33,P-SEOUL-01,F-3,오후,2L,-0.68,2.06,178.7,404,22.1,63.5,합격
L04104,2026-06-18 17:27,P-SEOUL-01,F-3,오후,500mL,-2.04,2.11,182.3,407,17.8,51.2,합격
