cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-02119,2026-05-28 20:20,C라인,주간,3.707,4814.7,17.95,11.236,68.68,57.9,24.0,23.0,정우석,합격
CELL-02120,2026-05-28 20:28,B라인,주간,3.669,4787.8,20.16,10.502,69.92,62.6,26.3,40.1,박정민,합격
CELL-02121,2026-05-28 21:14,B라인,주간,3.696,4835.2,19.12,10.428,70.79,68.7,25.3,45.2,김수현,합격
CELL-02122,2026-05-28 23:15,B라인,주간,3.696,4900.3,16.69,10.789,69.08,83.4,23.8,35.9,이하영,합격
CELL-02123,2026-05-28 23:25,C라인,주간,3.672,4757.3,18.24,10.873,71.06,64.6,,,정우석,합격
CELL-02124,2026-05-29 01:40,B라인,주간,3.639,4811.6,25.24,11.159,70.05,59.0,26.6,,이하영,합격
CELL-02125,2026-05-29 02:56,A라인,주간,3.679,4925.1,23.01,10.915,70.53,77.5,24.8,42.0,김수현,합격
CELL-02126,2026-05-29 04:07,A라인,주간,3.671,4952.1,17.78,10.988,69.57,76.5,25.7,48.3,박정민,합격
CELL-02127,2026-05-29 04:51,B라인,주간,3.663,4817.1,24.03,11.316,69.24,78.8,25.7,37.1,김수현,합격
CELL-02128,2026-05-29 04:55,C라인,주간,3.652,5025.7,26.52,11.122,70.73,57.5,22.8,35.4,김수현,합격
CELL-02129,2026-05-29 05:24,B라인,야간,3.729,4935.1,25.65,11.037,70.8,63.0,27.8,38.9,한서린,합격
CELL-02130,2026-05-29 05:25,A라인,주간,3.685,4673.6,20.07,10.953,70.93,71.6,21.7,46.1,한서린,합격
CELL-02131,2026-05-29 06:29,A라인,주간,3.655,4949.1,23.33,11.178,69.63,68.9,21.9,52.0,정우석,합격
CELL-02132,2026-05-29 06:35,B라인,주간,3.673,4956.3,20.59,10.978,69.82,69.1,23.0,58.6,박정민,합격
CELL-02133,2026-05-29 06:53,C라인,주간,3.672,5010.9,20.03,11.296,69.94,78.4,20.8,44.7,박정민,합격
CELL-02134,2026-05-29 07:19,A라인,야간,3.62,4815.6,23.86,10.574,71.44,73.6,23.6,39.6,박정민,합격
CELL-02135,2026-05-29 09:29,B라인,주간,3.671,4905.4,20.69,10.845,70.29,77.6,28.0,51.6,박정민,합격
CELL-02136,2026-05-29 10:06,A라인,야간,3.659,4883.4,26.54,10.816,71.01,69.3,25.7,49.8,한서린,합격
CELL-02137,2026-05-29 10:22,C라인,야간,3.644,5008.2,22.04,10.666,69.14,71.0,22.6,36.8,한서린,합격
CELL-02138,2026-05-29 11:39,B라인,주간,3.685,4616.4,17.8,10.654,70.73,70.7,25.8,42.3,김수현,합격
CELL-02139,2026-05-29 13:08,B라인,야간,3.686,4878.4,13.71,10.935,69.41,79.1,25.7,48.1,한서린,합격
CELL-02140,2026-05-29 13:40,A라인,주간,3.739,4978.8,20.32,10.983,69.23,82.7,23.9,42.9,정우석,합격
CELL-02141,2026-05-29 14:57,A라인,야간,3.717,4785.4,16.29,11.305,70.0,68.5,20.8,48.0,한서린,합격
CELL-02142,2026-05-29 16:15,A라인,주간,3.679,4944.0,25.15,10.757,70.52,68.4,22.5,58.4,정우석,합격
CELL-02143,2026-05-29 16:29,C라인,주간,3.719,4861.3,24.66,11.443,71.25,68.6,27.0,47.4,박정민,합격
CELL-02144,2026-05-29 17:46,B라인,주간,3.706,4806.4,22.25,10.835,68.74,69.4,,37.2,한서린,합격
CELL-02145,2026-05-29 19:15,A라인,야간,3.686,5043.0,17.96,11.204,71.17,56.3,21.2,39.1,정우석,합격
CELL-02146,2026-05-29 20:32,A라인,주간,3.73,4971.4,25.61,10.997,69.21,72.9,25.6,47.1,박정민,합격
CELL-02147,2026-05-29 20:36,C라인,야간,3.706,4820.2,27.92,11.084,70.46,62.0,25.1,40.0,김수현,합격
CELL-02148,2026-05-29 21:08,C라인,주간,3.67,4928.1,24.09,11.098,69.5,70.7,25.8,49.5,정우석,합격
CELL-02149,2026-05-29 22:57,A라인,야간,3.679,4766.9,23.91,10.846,69.75,63.0,24.3,39.1,정우석,합격
CELL-02150,2026-05-29 23:30,B라인,야간,3.634,4872.2,23.19,11.051,70.96,,24.3,39.9,한서린,합격
CELL-02151,2026-05-29 23:47,B라인,주간,3.665,4893.2,23.04,11.149,69.32,73.4,26.3,42.7,한서린,합격
CELL-02152,2026-05-30 02:55,A라인,야간,3.634,4895.6,21.27,11.093,68.05,65.7,22.0,38.9,이하영,합격
CELL-02153,2026-05-30 06:30,B라인,주간,3.662,4973.0,26.78,11.107,72.38,75.1,28.9,,한서린,합격
CELL-02154,2026-05-30 08:05,C라인,주간,3.652,4851.5,23.04,10.807,69.1,55.4,23.6,39.2,한서린,합격
CELL-02155,2026-05-30 13:41,B라인,주간,3.665,4768.2,28.03,11.028,69.24,78.5,25.4,50.4,박정민,합격
CELL-02156,2026-05-30 14:57,C라인,야간,3.683,5079.1,23.88,11.058,70.01,69.5,24.5,59.7,박정민,합격
CELL-02157,2026-05-30 16:02,C라인,주간,3.646,4948.3,26.07,11.099,70.12,74.4,24.7,47.7,박정민,합격
CELL-02158,2026-05-30 16:20,A라인,야간,3.691,4995.4,20.91,11.088,69.5,58.5,24.1,40.5,김수현,합격
CELL-02159,2026-05-30 17:10,B라인,주간,3.665,4712.1,21.15,11.138,71.03,66.0,22.9,51.9,이하영,합격
CELL-02160,2026-05-30 17:51,A라인,주간,3.716,4963.1,22.34,10.875,70.18,64.7,27.5,36.3,박정민,합격
CELL-02161,2026-05-30 18:23,C라인,야간,3.66,4985.4,26.77,10.927,69.93,67.5,24.7,58.2,박정민,합격
CELL-02162,2026-05-30 18:31,A라인,주간,3.628,4773.0,21.79,11.144,70.56,62.3,24.7,35.6,정우석,합격
CELL-02163,2026-05-30 18:42,B라인,주간,3.712,4940.8,20.56,10.855,70.98,64.6,23.8,39.7,이하영,합격
CELL-02164,2026-05-30 18:50,B라인,주간,3.714,4771.9,18.27,11.138,70.62,77.4,24.4,32.5,박정민,합격
CELL-02165,2026-05-30 18:55,A라인,야간,3.657,4794.4,18.37,10.81,69.81,74.2,24.5,50.0,정우석,합격
CELL-02166,2026-05-30 19:22,B라인,주간,3.68,4832.9,25.14,11.06,70.99,66.6,24.6,35.2,정우석,합격
CELL-02167,2026-05-30 20:24,A라인,야간,3.674,4642.3,23.03,11.046,70.02,78.7,25.3,,정우석,합격
CELL-02168,2026-05-30 20:42,A라인,주간,3.666,5060.5,26.94,10.954,71.65,79.9,26.3,44.2,정우석,합격
CELL-02169,2026-05-31 00:16,A라인,주간,3.78,4912.2,22.51,11.183,69.75,65.3,24.0,39.6,한서린,합격
CELL-02170,2026-05-31 01:07,A라인,야간,3.675,5076.6,21.59,10.889,69.4,76.3,25.2,49.2,박정민,합격
CELL-02171,2026-05-31 01:10,B라인,주간,3.727,4859.3,21.65,11.321,69.1,81.5,24.6,36.8,정우석,합격
CELL-02172,2026-05-31 03:38,A라인,야간,3.707,4706.7,23.46,10.827,69.75,57.8,23.2,36.9,정우석,합격
CELL-02173,2026-05-31 05:37,A라인,야간,3.697,4885.0,29.36,11.06,70.75,73.8,22.4,54.6,정우석,합격
CELL-02174,2026-05-31 06:08,A라인,주간,3.667,4687.3,14.16,11.168,68.55,77.2,25.5,54.7,김수현,합격
CELL-02175,2026-05-31 06:13,B라인,주간,3.671,5006.4,21.22,10.931,68.73,71.1,25.3,43.8,김수현,합격
CELL-02176,2026-05-31 07:14,C라인,주간,3.663,5076.2,24.33,11.173,70.95,71.2,27.7,45.8,한서린,합격
CELL-02177,2026-05-31 08:14,C라인,야간,3.636,4783.2,21.01,10.841,71.11,76.1,21.5,48.5,김수현,합격
CELL-02178,2026-05-31 14:39,A라인,주간,3.737,4830.8,21.93,11.487,69.96,76.8,25.0,45.3,이하영,합격
CELL-02179,2026-05-31 15:00,A라인,주간,3.71,4691.6,24.45,10.991,70.53,69.1,25.5,50.0,이하영,불합격
CELL-02180,2026-05-31 15:24,B라인,야간,3.643,4957.4,24.18,11.087,70.56,77.6,26.9,51.5,이하영,합격
CELL-02181,2026-05-31 15:50,B라인,야간,3.642,4841.7,24.78,10.927,71.52,68.5,26.4,55.1,정우석,합격
CELL-02182,2026-05-31 16:20,A라인,주간,3.675,4933.6,21.1,11.152,69.43,64.5,25.4,57.9,김수현,합격
CELL-02183,2026-05-31 17:20,A라인,주간,3.673,4779.5,23.18,11.195,70.42,71.6,19.4,65.9,한서린,합격
CELL-02184,2026-05-31 18:14,B라인,주간,3.685,4730.4,25.34,10.93,71.29,72.0,26.1,47.8,김수현,합격
CELL-02185,2026-05-31 19:29,C라인,주간,3.682,4840.4,25.21,11.383,70.19,73.3,25.2,48.0,한서린,불합격
CELL-02186,2026-05-31 19:47,A라인,주간,3.706,4885.6,20.53,10.761,69.84,71.3,24.1,48.8,정우석,합격
CELL-02187,2026-05-31 20:20,C라인,주간,3.672,5036.6,23.72,10.905,71.63,68.3,24.8,58.2,이하영,합격
CELL-02188,2026-05-31 20:45,A라인,야간,3.678,4781.8,18.84,11.312,71.23,76.7,26.3,36.8,박정민,합격
CELL-02189,2026-05-31 22:55,A라인,주간,3.667,4949.3,20.19,11.083,69.18,62.6,25.3,44.1,김수현,합격
CELL-02190,2026-05-31 23:41,B라인,야간,3.7,4928.0,19.34,10.539,69.57,67.6,21.9,45.1,정우석,합격
CELL-02191,2026-06-01 00:11,A라인,야간,3.748,4798.8,23.85,11.178,69.4,77.0,21.2,38.6,김수현,합격
CELL-02192,2026-06-01 00:39,C라인,야간,3.73,4840.3,22.8,10.861,69.8,64.2,22.9,41.9,한서린,합격
CELL-02193,2026-06-01 03:54,C라인,야간,3.678,4754.7,29.9,10.793,70.45,65.6,22.2,46.9,정우석,불합격
CELL-02194,2026-06-01 04:17,A라인,주간,3.648,5133.6,25.53,11.118,69.87,67.5,26.1,36.8,박정민,합격
CELL-02195,2026-06-01 05:44,A라인,야간,3.713,4878.6,24.25,10.728,70.93,79.6,23.0,45.2,김수현,합격
CELL-02196,2026-06-01 07:15,A라인,야간,3.743,4786.4,19.4,10.761,71.82,79.7,22.7,44.4,한서린,합격
CELL-02197,2026-06-01 08:02,A라인,야간,3.602,4952.8,23.15,10.646,69.08,76.2,27.3,50.5,박정민,합격
CELL-02198,2026-06-01 08:15,A라인,야간,3.682,4827.6,21.7,11.155,69.71,65.2,25.0,40.9,김수현,합격
CELL-02199,2026-06-01 09:47,A라인,야간,3.63,4886.7,22.0,10.952,70.14,75.5,22.8,47.0,박정민,합격
CELL-02200,2026-06-01 10:04,C라인,야간,3.769,4867.9,26.87,11.159,70.42,79.5,21.9,30.7,김수현,합격
CELL-02201,2026-06-01 11:16,B라인,주간,3.713,4777.6,21.18,10.596,70.35,74.2,25.4,45.5,박정민,합격
CELL-02202,2026-06-01 11:55,C라인,야간,3.662,4870.7,30.64,10.949,69.66,72.8,21.3,27.5,한서린,불합격
CELL-02203,2026-06-01 13:06,A라인,주간,3.652,4971.3,18.66,10.876,70.3,77.4,28.7,53.5,박정민,합격
CELL-02204,2026-06-01 13:14,A라인,주간,3.713,4848.3,17.26,11.439,71.67,72.3,19.5,42.4,이하영,합격
CELL-02205,2026-06-01 15:31,A라인,주간,3.661,4790.6,19.44,11.05,70.99,71.2,25.3,41.3,이하영,합격
CELL-02206,2026-06-01 16:18,A라인,주간,3.76,4766.4,22.99,11.137,70.33,73.6,25.4,47.4,박정민,합격
CELL-02207,2026-06-01 16:34,A라인,주간,3.696,4816.7,19.23,10.778,71.86,70.2,24.1,33.4,박정민,합격
CELL-02208,2026-06-01 16:59,B라인,주간,3.602,4812.2,20.76,10.761,71.89,72.6,23.1,50.2,한서린,합격
CELL-02209,2026-06-01 17:18,B라인,야간,3.645,4848.8,19.53,10.767,70.37,79.1,22.6,43.9,이하영,합격
CELL-02210,2026-06-01 18:41,B라인,야간,3.624,4794.4,25.08,10.753,70.26,75.0,21.9,45.2,정우석,합격
CELL-02211,2026-06-01 18:50,B라인,주간,3.714,4724.7,27.64,10.888,69.32,71.7,24.1,42.0,김수현,불합격
CELL-02212,2026-06-01 20:05,B라인,주간,3.657,5007.5,22.76,10.839,69.78,76.3,25.2,42.8,박정민,합격
CELL-02213,2026-06-01 20:15,B라인,주간,3.722,4829.9,18.31,10.879,70.35,65.0,20.4,50.8,이하영,합격
CELL-02214,2026-06-01 21:21,C라인,주간,3.673,4729.1,26.25,11.008,70.02,70.8,19.5,40.4,박정민,합격
CELL-02215,2026-06-01 23:57,A라인,야간,3.704,5006.6,17.81,10.866,69.95,72.8,23.7,55.6,김수현,합격
CELL-02216,2026-06-02 00:40,C라인,주간,3.731,4981.6,19.34,11.039,69.05,74.2,24.3,43.5,한서린,합격
CELL-02217,2026-06-02 01:21,A라인,주간,3.673,4691.8,19.17,11.165,69.78,68.0,22.0,49.0,박정민,합격
CELL-02218,2026-06-02 01:43,C라인,야간,3.713,4955.3,23.65,11.046,70.27,67.7,20.7,56.6,김수현,합격
CELL-02219,2026-06-02 03:43,C라인,주간,3.679,5011.6,22.09,10.605,69.01,66.7,21.7,56.3,한서린,합격
CELL-02220,2026-06-02 04:49,B라인,주간,3.714,4914.8,26.63,10.766,70.55,57.1,27.2,38.1,이하영,합격
CELL-02221,2026-06-02 05:42,A라인,야간,3.66,4878.9,24.99,10.651,69.33,75.2,23.6,54.5,박정민,합격
CELL-02222,2026-06-02 06:25,B라인,야간,3.649,4891.3,25.14,10.756,71.43,69.8,20.5,43.0,박정민,합격
CELL-02223,2026-06-02 07:54,B라인,주간,3.683,4708.0,24.23,10.982,69.65,71.1,,56.1,정우석,합격
CELL-02224,2026-06-02 08:29,A라인,야간,3.719,4924.7,25.13,10.9,70.92,70.0,21.9,25.9,정우석,합격
CELL-02225,2026-06-02 09:53,C라인,야간,3.68,4658.2,24.63,10.951,69.85,79.6,24.8,48.7,이하영,합격
CELL-02226,2026-06-02 10:44,A라인,야간,3.725,4897.8,24.72,10.969,72.08,70.8,23.1,37.4,박정민,합격
CELL-02227,2026-06-02 12:09,A라인,주간,3.669,5154.4,27.1,11.036,70.94,73.6,22.5,59.2,한서린,합격
CELL-02228,2026-06-02 12:10,B라인,주간,3.71,4747.6,17.32,11.096,69.06,66.4,23.1,30.6,박정민,합격
CELL-02229,2026-06-02 12:11,C라인,주간,3.642,4688.2,24.5,10.88,71.17,67.7,25.0,56.1,박정민,합격
CELL-02230,2026-06-02 12:44,C라인,주간,3.704,4912.0,21.15,10.939,69.08,70.1,23.6,47.0,한서린,합격
CELL-02231,2026-06-02 14:39,A라인,주간,3.661,4879.5,24.8,10.983,70.0,75.1,24.9,49.5,김수현,합격
CELL-02232,2026-06-02 16:25,B라인,야간,3.699,4915.0,22.71,10.893,70.08,71.8,24.4,47.9,이하영,합격
CELL-02233,2026-06-02 17:41,C라인,주간,3.675,4846.1,21.25,11.014,71.14,65.8,22.6,59.7,김수현,합격
CELL-02234,2026-06-02 18:17,B라인,야간,3.713,4719.9,16.79,11.083,71.49,66.0,24.8,44.5,박정민,합격
CELL-02235,2026-06-02 19:08,C라인,주간,3.658,5012.8,15.85,10.945,69.16,72.3,25.6,58.2,박정민,합격
CELL-02236,2026-06-02 20:59,C라인,주간,3.639,5046.7,24.2,11.459,69.87,70.1,23.7,39.5,정우석,합격
CELL-02237,2026-06-02 21:13,A라인,주간,3.651,5222.9,17.63,10.857,70.26,72.1,24.8,35.5,박정민,합격
CELL-02238,2026-06-02 22:00,A라인,주간,3.658,5056.5,23.72,11.062,68.68,76.9,22.3,43.0,김수현,합격
CELL-02239,2026-06-02 22:18,B라인,주간,3.707,4849.1,22.21,10.691,69.73,73.7,26.1,40.4,정우석,합격
CELL-02240,2026-06-02 23:21,A라인,야간,3.711,4849.1,19.32,11.113,69.88,74.3,23.4,40.7,김수현,합격
CELL-02241,2026-06-03 01:04,C라인,야간,3.651,4977.8,23.96,10.784,71.07,71.0,17.0,47.9,정우석,합격
CELL-02242,2026-06-03 01:19,A라인,야간,3.679,4773.6,24.12,10.896,69.39,72.8,17.6,49.7,박정민,합격
CELL-02243,2026-06-03 01:32,A라인,야간,3.663,4930.9,25.51,11.079,69.89,73.0,22.0,45.2,박정민,합격
CELL-02244,2026-06-03 01:45,A라인,주간,3.659,5193.1,24.4,11.039,70.48,72.2,27.4,49.4,김수현,합격
CELL-02245,2026-06-03 02:10,C라인,주간,3.588,4828.7,29.98,11.033,70.3,63.8,25.3,46.0,한서린,합격
CELL-02246,2026-06-03 02:10,C라인,야간,3.647,4919.8,24.29,11.109,70.48,65.3,23.6,45.2,이하영,합격
CELL-02247,2026-06-03 05:08,C라인,주간,3.708,4838.3,21.13,11.079,70.82,68.3,21.9,30.6,정우석,합격
CELL-02248,2026-06-03 05:16,A라인,야간,3.674,5000.6,22.08,11.433,70.34,77.0,21.2,39.9,박정민,합격
CELL-02249,2026-06-03 05:59,B라인,야간,3.689,4788.5,16.85,10.881,70.35,69.2,23.1,29.4,이하영,합격
CELL-02250,2026-06-03 08:39,A라인,주간,3.684,4928.0,16.96,11.068,70.42,63.3,27.5,53.8,박정민,합격
CELL-02251,2026-06-03 11:22,C라인,야간,3.643,5113.4,21.13,11.28,71.37,53.8,24.7,49.7,박정민,합격
CELL-02252,2026-06-03 12:28,B라인,야간,3.747,4935.1,23.01,11.093,69.38,78.9,24.1,38.7,정우석,합격
CELL-02253,2026-06-03 12:51,B라인,주간,3.688,4798.2,14.41,10.719,71.57,72.9,24.8,47.7,김수현,합격
CELL-02254,2026-06-03 13:25,A라인,야간,3.667,4976.1,21.99,10.912,68.8,72.9,22.0,,이하영,합격
CELL-02255,2026-06-03 13:42,A라인,주간,3.719,4899.1,20.85,10.996,71.54,69.3,24.8,51.1,이하영,합격
CELL-02256,2026-06-03 14:20,A라인,주간,3.653,4885.7,23.19,11.07,69.76,88.3,21.5,55.0,이하영,합격
CELL-02257,2026-06-03 16:38,C라인,야간,3.681,5009.7,20.28,11.053,69.38,81.0,23.1,38.5,이하영,합격
CELL-02258,2026-06-03 18:12,A라인,주간,3.692,4866.5,16.81,11.477,69.84,75.4,27.7,54.8,김수현,합격
CELL-02259,2026-06-03 21:03,A라인,야간,3.742,5172.0,22.77,10.946,69.47,72.9,,46.2,김수현,합격
CELL-02260,2026-06-03 21:22,A라인,야간,3.702,4891.9,19.57,10.81,70.31,66.7,24.4,54.6,김수현,합격
CELL-02261,2026-06-03 21:22,B라인,주간,3.698,5010.8,24.02,10.701,68.27,67.9,23.4,44.6,정우석,합격
CELL-02262,2026-06-03 21:27,C라인,야간,3.703,4982.0,17.36,10.886,69.82,74.4,24.5,46.2,한서린,합격
CELL-02263,2026-06-03 21:49,A라인,주간,3.667,5018.6,19.85,11.005,69.06,77.6,21.8,,김수현,합격
CELL-02264,2026-06-03 23:00,B라인,야간,3.649,4872.7,24.9,10.937,71.17,65.9,22.9,46.7,박정민,합격
CELL-02265,2026-06-03 23:12,A라인,주간,3.715,4753.3,18.43,10.963,69.92,69.7,,46.8,이하영,합격
CELL-02266,2026-06-03 23:12,B라인,주간,3.689,5014.7,22.67,10.951,70.34,67.0,23.8,52.3,한서린,합격
CELL-02267,2026-06-03 23:12,B라인,야간,3.683,4973.9,25.74,10.891,70.95,65.5,21.7,44.8,이하영,합격
CELL-02268,2026-06-03 23:16,C라인,주간,3.762,4759.3,22.09,11.37,71.13,79.8,25.0,31.1,한서린,합격
CELL-02269,2026-06-04 00:41,C라인,야간,3.674,4830.9,22.52,11.213,68.24,69.0,22.5,46.4,한서린,합격
CELL-02270,2026-06-04 01:30,B라인,야간,3.698,4929.4,20.82,10.898,69.2,65.4,23.8,48.3,정우석,합격
CELL-02271,2026-06-04 02:00,C라인,야간,3.738,5032.7,22.77,10.656,70.38,85.0,20.3,40.9,김수현,합격
CELL-02272,2026-06-04 02:46,B라인,야간,3.711,4863.1,21.62,11.454,70.69,60.1,19.6,54.1,김수현,합격
CELL-02273,2026-06-04 04:34,A라인,야간,3.649,4745.8,19.92,10.871,69.34,71.7,22.6,51.1,김수현,합격
CELL-02274,2026-06-04 05:22,A라인,주간,3.724,5070.1,24.61,10.968,70.05,75.8,26.7,52.3,이하영,합격
CELL-02275,2026-06-04 10:49,A라인,주간,3.666,5089.2,21.51,10.925,71.1,80.4,25.7,41.5,한서린,합격
CELL-02276,2026-06-04 10:56,B라인,주간,3.662,4878.2,27.61,11.182,70.17,81.6,25.2,50.8,박정민,합격
CELL-02277,2026-06-04 11:45,B라인,주간,3.663,4798.0,23.04,11.344,68.32,53.7,24.1,60.6,정우석,합격
CELL-02278,2026-06-04 12:13,C라인,야간,3.645,4980.9,19.58,11.173,70.04,66.9,24.9,43.7,이하영,합격
CELL-02279,2026-06-04 12:40,A라인,주간,3.659,4798.5,20.21,10.766,68.81,79.7,26.9,44.0,박정민,합격
CELL-02280,2026-06-04 14:00,C라인,주간,3.583,5248.6,18.95,10.586,69.62,66.9,23.7,46.9,한서린,합격
CELL-02281,2026-06-04 14:16,A라인,주간,3.759,5026.9,23.38,10.905,70.01,77.7,23.9,43.3,이하영,합격
CELL-02282,2026-06-04 14:30,A라인,주간,3.748,5052.5,24.06,10.787,69.07,71.8,27.7,48.8,정우석,합격
CELL-02283,2026-06-04 14:31,C라인,주간,3.678,5024.0,26.47,11.071,71.18,73.9,25.3,52.5,한서린,합격
CELL-02284,2026-06-04 16:00,A라인,야간,3.678,5031.1,17.02,11.086,69.27,65.6,19.5,52.0,정우석,합격
CELL-02285,2026-06-04 17:20,A라인,야간,3.682,4801.2,23.07,11.129,69.52,77.0,24.2,61.0,한서린,합격
CELL-02286,2026-06-04 17:35,B라인,주간,3.698,5009.4,21.91,11.298,70.89,67.5,25.9,43.8,박정민,합격
CELL-02287,2026-06-04 18:53,A라인,야간,3.677,5115.9,22.92,10.894,71.56,67.7,21.1,35.4,김수현,합격
CELL-02288,2026-06-04 20:28,A라인,야간,3.651,4680.3,21.59,10.737,69.06,71.2,21.6,47.5,정우석,합격
CELL-02289,2026-06-04 20:31,B라인,주간,3.692,4965.8,25.35,11.213,70.76,83.7,24.4,34.4,이하영,합격
CELL-02290,2026-06-04 20:41,C라인,주간,3.729,4697.8,21.74,10.974,71.62,71.1,23.6,38.8,김수현,합격
CELL-02291,2026-06-04 20:53,A라인,주간,3.68,4695.3,23.85,11.054,69.87,76.3,22.9,43.7,한서린,합격
CELL-02292,2026-06-04 21:58,C라인,주간,3.658,4774.1,22.4,11.263,69.43,68.9,25.8,37.4,박정민,불합격
CELL-02293,2026-06-04 22:57,B라인,야간,3.639,5103.2,20.71,11.093,69.79,69.9,19.9,42.9,한서린,합격
CELL-02294,2026-06-04 22:57,C라인,야간,3.644,4655.6,33.61,10.971,70.85,70.9,24.7,43.8,정우석,불합격
CELL-02295,2026-06-05 01:39,A라인,주간,3.67,4879.7,27.14,10.942,70.75,71.6,23.8,41.5,한서린,합격
CELL-02296,2026-06-05 02:01,A라인,주간,3.715,5074.5,20.18,11.076,69.02,85.6,24.2,33.0,박정민,합격
CELL-02297,2026-06-05 02:07,A라인,주간,3.625,4894.2,19.85,10.901,69.61,63.9,25.4,,김수현,합격
CELL-02298,2026-06-05 02:57,A라인,주간,3.665,4940.3,22.74,10.962,70.06,73.9,29.3,38.1,박정민,합격
CELL-02299,2026-06-05 03:11,B라인,야간,3.694,5122.3,24.65,10.873,71.56,78.4,23.0,40.3,한서린,합격
CELL-02300,2026-06-05 03:41,B라인,주간,3.693,4707.3,30.5,10.915,69.52,70.7,22.2,29.4,정우석,불합격
CELL-02301,2026-06-05 04:17,B라인,야간,3.643,4902.9,20.07,10.587,70.57,74.4,26.3,36.2,정우석,합격
CELL-02302,2026-06-05 04:38,B라인,주간,3.619,4984.7,24.88,10.909,69.75,68.7,26.0,43.7,이하영,합격
CELL-02303,2026-06-05 05:59,A라인,주간,3.639,4863.0,22.97,11.274,70.09,72.5,25.6,34.0,박정민,합격
CELL-02304,2026-06-05 06:57,A라인,야간,3.732,4786.3,19.64,10.885,68.83,81.3,24.1,47.8,김수현,합격
CELL-02305,2026-06-05 10:47,C라인,야간,3.655,5103.0,17.7,11.205,69.43,59.2,21.5,30.1,이하영,합격
CELL-02306,2026-06-05 11:59,B라인,주간,3.69,4677.2,18.44,10.895,70.39,79.6,25.6,52.1,김수현,합격
CELL-02307,2026-06-05 12:28,A라인,주간,3.691,4897.5,17.54,11.048,70.54,63.1,23.9,41.7,이하영,합격
CELL-02308,2026-06-05 12:34,A라인,주간,3.713,4804.8,26.37,10.928,71.34,60.3,23.1,47.8,박정민,합격
CELL-02309,2026-06-05 12:54,B라인,주간,3.709,4837.9,18.15,11.128,70.5,72.4,22.9,50.4,박정민,합격
CELL-02310,2026-06-05 15:30,A라인,야간,3.659,4977.1,21.62,11.247,69.58,75.9,21.3,49.0,김수현,합격
CELL-02311,2026-06-05 15:47,A라인,주간,3.688,4886.2,25.18,11.141,69.15,72.7,22.3,53.3,이하영,합격
CELL-02312,2026-06-05 16:03,B라인,야간,3.651,4937.3,19.28,10.691,68.91,70.7,24.0,38.7,박정민,합격
CELL-02313,2026-06-05 18:03,B라인,주간,3.642,4899.5,21.56,10.811,68.83,62.7,22.7,52.6,김수현,합격
CELL-02314,2026-06-05 18:23,B라인,야간,3.666,4690.0,17.48,10.893,70.27,69.9,21.4,39.8,김수현,합격
CELL-02315,2026-06-05 19:54,B라인,주간,3.732,4704.7,16.76,11.163,71.28,79.9,25.9,,김수현,합격
CELL-02316,2026-06-05 20:58,A라인,야간,3.692,5097.2,28.6,11.214,70.95,66.8,24.8,47.0,한서린,합격
CELL-02317,2026-06-05 21:18,A라인,야간,3.696,4999.9,19.06,10.972,68.74,65.3,25.3,45.5,이하영,합격
CELL-02318,2026-06-05 21:48,B라인,야간,3.758,5166.1,13.77,10.982,70.7,76.7,20.1,,한서린,합격
CELL-02319,2026-06-05 23:54,B라인,주간,3.731,4748.0,25.67,11.195,70.3,66.5,24.9,52.3,정우석,합격
CELL-02320,2026-06-06 00:19,C라인,주간,3.655,4903.2,23.21,10.974,69.03,76.7,21.2,52.1,박정민,합격
CELL-02321,2026-06-06 01:54,A라인,야간,3.726,5082.7,21.88,10.803,69.52,72.5,25.5,50.8,정우석,합격
CELL-02322,2026-06-06 02:02,B라인,야간,3.704,4728.2,24.41,10.993,70.04,83.8,24.0,55.6,김수현,합격
CELL-02323,2026-06-06 03:24,B라인,주간,3.634,4877.9,19.29,10.947,70.19,67.3,22.4,52.5,박정민,합격
CELL-02324,2026-06-06 04:54,C라인,주간,3.653,5067.3,21.69,11.241,69.96,72.3,21.2,41.7,한서린,합격
CELL-02325,2026-06-06 05:29,C라인,주간,3.726,4944.6,25.32,11.076,70.03,69.0,25.9,41.7,박정민,합격
CELL-02326,2026-06-06 06:34,B라인,야간,3.67,4856.5,22.4,11.01,69.56,75.8,24.6,54.0,박정민,합격
CELL-02327,2026-06-06 08:38,C라인,주간,3.659,4927.9,17.86,11.095,70.66,64.6,24.8,55.6,이하영,합격
CELL-02328,2026-06-06 10:00,B라인,야간,3.777,5002.7,27.35,10.942,70.53,,22.3,52.6,정우석,합격
CELL-02329,2026-06-06 10:42,A라인,야간,3.702,5227.6,20.63,10.999,72.29,78.7,25.4,41.3,정우석,합격
CELL-02330,2026-06-06 11:32,C라인,주간,3.689,4952.6,24.08,10.978,70.22,70.0,25.3,41.6,김수현,합격
CELL-02331,2026-06-06 12:55,A라인,주간,3.707,4948.8,16.21,11.034,70.09,77.1,23.7,52.4,박정민,합격
CELL-02332,2026-06-06 14:30,C라인,야간,3.691,5055.7,22.74,10.669,70.52,76.8,23.1,43.1,이하영,합격
